feedback_item_id,essay_id,annotation_batch,risk_level,recommended_action,risk_reasons,meaning_preservation_predicted,status,risk_score,calibrated_review_probability,routing_policy,review_confidence,evidence_signal,review_priority,review_explanation,safety_graph_active_dimensions,safety_graph_active_signals,safety_graph_path,safety_graph_summary,safety_graph_nodes,safety_graph_edges
FB-044,ESL-ANN-009,3,high,teacher_review,unsupported_claim;meaning_change,changes_meaning,needs_teacher_review,0.95,0.796,pilot_calibrated_logistic_v1,0.80,evidence_gap,urgent,High-risk feedback routed to teacher_review; evidence=evidence_gap; risk_score=0.950; reasons=unsupported_claim;meaning_change.,meaning_preservation;content_grounding,unsupported_claim;meaning_change,target_span -> ai_suggestion -> content_grounding -> teacher_review,Feedback Safety Graph activates meaning_preservation;content_grounding; meaning=changes_meaning; evidence=evidence_gap; route=teacher_review.,[],[]
FB-045,ESL-ANN-009,3,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.10,0.276,pilot_calibrated_logistic_v1,0.72,none,low,Low-risk feedback routed to auto_accept; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,local_language_edit,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,[],[]
FB-046,ESL-ANN-010,3,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.10,0.276,pilot_calibrated_logistic_v1,0.72,none,low,Low-risk feedback routed to auto_accept; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,local_language_edit,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,[],[]
FB-047,ESL-ANN-010,3,medium,teacher_review,too_harsh;tone_register,preserves_meaning,needs_teacher_review,0.50,0.470,pilot_calibrated_logistic_v1,0.53,none,medium,Medium-risk feedback routed to teacher_review; evidence=none; risk_score=0.500; reasons=too_harsh;tone_register.,pedagogical_tone,too_harsh,target_span -> ai_suggestion -> pedagogical_tone -> teacher_review,Feedback Safety Graph activates pedagogical_tone; meaning=preserves_meaning; evidence=none; route=teacher_review.,[],[]
FB-048,ESL-ANN-010,3,high,teacher_review,unsupported_claim;too_harsh,changes_meaning,needs_teacher_review,0.93,0.789,pilot_calibrated_logistic_v1,0.79,evidence_gap,urgent,High-risk feedback routed to teacher_review; evidence=evidence_gap; risk_score=0.930; reasons=unsupported_claim;too_harsh.,content_grounding;pedagogical_tone,unsupported_claim;too_harsh,target_span -> ai_suggestion -> content_grounding -> teacher_review,Feedback Safety Graph activates content_grounding;pedagogical_tone; meaning=changes_meaning; evidence=evidence_gap; route=teacher_review.,[],[]
FB-049,ESL-ANN-010,3,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.10,0.276,pilot_calibrated_logistic_v1,0.72,none,low,Low-risk feedback routed to auto_accept; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,local_language_edit,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,[],[]
FB-050,ESL-ANN-010,3,medium,teacher_review,argument_scope_change;teacher_dependent_wording,unclear,needs_teacher_review,0.48,0.455,pilot_calibrated_logistic_v1,0.54,none,medium,Medium-risk feedback routed to teacher_review; evidence=none; risk_score=0.480; reasons=argument_scope_change;teacher_dependent_wording.,meaning_preservation;feedback_specificity,meaning_change_cue,target_span -> ai_suggestion -> meaning_preservation -> teacher_review,Feedback Safety Graph activates meaning_preservation;feedback_specificity; meaning=unclear; evidence=none; route=teacher_review.,[],[]
FB-051,ESL-ANN-011,3,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.10,0.276,pilot_calibrated_logistic_v1,0.72,none,low,Low-risk feedback routed to auto_accept; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,local_language_edit,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,[],[]
FB-052,ESL-ANN-011,3,high,teacher_review,meaning_change;overgeneralization,changes_meaning,needs_teacher_review,0.94,0.792,pilot_calibrated_logistic_v1,0.79,none,urgent,High-risk feedback routed to teacher_review; evidence=none; risk_score=0.940; reasons=meaning_change;overgeneralization.,meaning_preservation,meaning_change,target_span -> ai_suggestion -> meaning_preservation -> teacher_review,Feedback Safety Graph activates meaning_preservation; meaning=changes_meaning; evidence=none; route=teacher_review.,[],[]
FB-053,ESL-ANN-011,3,high,teacher_review,unsupported_claim;overgeneralization,unclear,needs_teacher_review,0.88,0.766,pilot_calibrated_logistic_v1,0.77,evidence_gap,urgent,High-risk feedback routed to teacher_review; evidence=evidence_gap; risk_score=0.880; reasons=unsupported_claim;overgeneralization.,content_grounding,unsupported_claim,target_span -> ai_suggestion -> content_grounding -> teacher_review,Feedback Safety Graph activates content_grounding; meaning=unclear; evidence=evidence_gap; route=teacher_review.,[],[]
FB-054,ESL-ANN-011,3,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.10,0.276,pilot_calibrated_logistic_v1,0.72,none,low,Low-risk feedback routed to auto_accept; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,local_language_edit,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,[],[]
FB-055,ESL-ANN-011,3,high,teacher_review,wrong_correction;grammar_error,changes_meaning,needs_teacher_review,0.90,0.774,pilot_calibrated_logistic_v1,0.77,none,urgent,High-risk feedback routed to teacher_review; evidence=none; risk_score=0.900; reasons=wrong_correction;grammar_error.,local_edit;meaning_preservation,wrong_correction,target_span -> ai_suggestion -> local_edit -> teacher_review,Feedback Safety Graph activates local_edit;meaning_preservation; meaning=changes_meaning; evidence=none; route=teacher_review.,[],[]
FB-056,ESL-ANN-012,3,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.10,0.276,pilot_calibrated_logistic_v1,0.72,none,low,Low-risk feedback routed to auto_accept; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,local_language_edit,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,[],[]
FB-057,ESL-ANN-012,3,high,teacher_review,meaning_change;unsupported_claim,changes_meaning,needs_teacher_review,0.97,0.802,pilot_calibrated_logistic_v1,0.80,evidence_gap,urgent,High-risk feedback routed to teacher_review; evidence=evidence_gap; risk_score=0.970; reasons=meaning_change;unsupported_claim.,meaning_preservation,meaning_change,target_span -> ai_suggestion -> meaning_preservation -> teacher_review,Feedback Safety Graph activates meaning_preservation; meaning=changes_meaning; evidence=evidence_gap; route=teacher_review.,[],[]
FB-058,ESL-ANN-012,3,medium,teacher_review,student_level_mismatch;teacher_dependent_wording,preserves_meaning,needs_teacher_review,0.41,0.425,pilot_calibrated_logistic_v1,0.57,none,medium,Medium-risk feedback routed to teacher_review; evidence=none; risk_score=0.410; reasons=student_level_mismatch;teacher_dependent_wording.,pedagogical_tone;feedback_specificity,student_level_mismatch,target_span -> ai_suggestion -> pedagogical_tone -> teacher_review,Feedback Safety Graph activates pedagogical_tone;feedback_specificity; meaning=preserves_meaning; evidence=none; route=teacher_review.,[],[]
FB-059,ESL-ANN-012,3,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.10,0.276,pilot_calibrated_logistic_v1,0.72,none,low,Low-risk feedback routed to auto_accept; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,local_language_edit,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,[],[]
FB-060,ESL-ANN-012,3,high,teacher_review,unsupported_claim;introduces_new_argument,changes_meaning,needs_teacher_review,0.96,0.799,pilot_calibrated_logistic_v1,0.80,evidence_gap,urgent,High-risk feedback routed to teacher_review; evidence=evidence_gap; risk_score=0.960; reasons=unsupported_claim;introduces_new_argument.,content_grounding;meaning_preservation,unsupported_claim,target_span -> ai_suggestion -> content_grounding -> teacher_review,Feedback Safety Graph activates content_grounding;meaning_preservation; meaning=changes_meaning; evidence=evidence_gap; route=teacher_review.,[],[]
