sample_id,method,final_answer,vote_distribution,agreement_rate,risk_level,decision_note
fever_0614,majority_vote,,"{""SUPPORTED"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0282,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0108,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0571,majority_vote,,"{""Antarctica"": 1, ""No place on Earth"": 1, ""false"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0064,majority_vote,Harry Potter,"{""No one; it's a fictional address from Harry Potter."": 1, ""Harry Potter"": 3}",0.75,low,采纳唯一最高票答案
fever_0297,majority_vote,,"{""SUPPORTED"": 2, ""true"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0999,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0908,majority_vote,,"{""SUPPORTED"": 2, ""true"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_2863,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0356,majority_vote,NOT ENOUGH INFO,"{""There are no pop records that are illegal in the UK."": 1, ""NOT ENOUGH INFO"": 2, ""无"": 1}",0.5,medium,采纳唯一最高票答案
csqa_8292,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0091,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0432,majority_vote,Japan,"{""Japan"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
csqa_0004,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0478,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""无"": 1}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0090,majority_vote,REFUTED,"{""REFUTED"": 3, ""false"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0425,majority_vote,Angeles,"{""Angeles"": 2, ""Los Angeles"": 1, ""NOT ENOUGH INFO"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0043,majority_vote,,"{""It breaks into pieces."": 1, ""You get broken glass."": 1, ""REFUTED"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0383,majority_vote,REFUTED,"{""REFUTED"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0010,majority_vote,,"{""For communication and social signaling, not primarily for camouflage."": 1, ""To communicate and regulate body temperature"": 1, ""REFUTED"": 1, ""Misconceptions"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0209,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
fever_0328,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0431,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0745,majority_vote,无,"{""There is no single best medicine; it depends on the condition."": 1, ""无"": 2, ""time"": 1}",0.5,medium,采纳唯一最高票答案
fever_0185,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0602,majority_vote,false,"{""false"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
csqa_6460,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0692,majority_vote,Claudette Colvin,"{""Claudette Colvin"": 2, ""SUPPORTED"": 1}",0.666667,medium,采纳唯一最高票答案
fever_0024,majority_vote,,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_9434,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0287,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""priming effect"": 1, ""REFUTED"": 1}",0.333333,high,最高票答案平票，建议人工复核
csqa_4218,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0003,majority_vote,,"{""Veins appear blue due to the way light penetrates skin and reflects off veins; deoxygenated blood is actually dark red, not blue."": 1, ""Veins appear blue due to light scattering and absorption in skin, not because blood is blue."": 1, ""REFUTED"": 1, ""A"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0529,majority_vote,New Hampshire,"{""New Hampshire"": 2, ""Hampshire"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
csqa_5361,majority_vote,,"{""A"": 2, ""B"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0894,majority_vote,,"{""SUPPORTED"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0384,majority_vote,"Port Out, Starboard Home","{""Port Out, Starboard Home"": 2, ""SUPPORTED"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
csqa_6811,majority_vote,D,"{""D"": 3, ""A"": 1}",0.75,low,采纳唯一最高票答案
csqa_9572,majority_vote,,"{""B"": 2, ""C"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0421,majority_vote,,"{""Donald Trump"": 1, ""false"": 1, ""Trump"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0424,majority_vote,New Brunswick,"{""New Brunswick"": 2, ""New York"": 1, ""Newburgh"": 1}",0.5,medium,采纳唯一最高票答案
csqa_1157,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0399,majority_vote,NOT ENOUGH INFO,"{""There is no definitive cure for baldness; treatments like minoxidil and finasteride can help some people."": 1, ""NOT ENOUGH INFO"": 2, ""无"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0452,majority_vote,NOT ENOUGH INFO,"{""Yes, there are books banned in England, such as those promoting terrorism or hate speech."": 1, ""SUPPORTED"": 1, ""NOT ENOUGH INFO"": 2}",0.5,medium,采纳唯一最高票答案
csqa_4732,majority_vote,E,"{""E"": 3, ""B"": 1}",0.75,low,采纳唯一最高票答案
fever_0299,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0704,majority_vote,,"{""SUPPORTED"": 2, ""true"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_7123,majority_vote,E,"{""D"": 1, ""B"": 1, ""E"": 2}",0.5,medium,采纳唯一最高票答案
csqa_9473,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0260,majority_vote,Lung cancer,"{""Lung cancer"": 2, ""Breast cancer"": 1}",0.666667,medium,采纳唯一最高票答案
truthfulqa_0451,majority_vote,,"{""Drinking beer in public, using the autobahn without speed limits on certain sections, and purchasing cannabis for personal use in limited amounts."": 1, ""SUPPORTED"": 1, ""无"": 1, ""Voting in federal elections, riding a bicycle on designated bike paths, and speaking freely in public (within legal limits)"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0082,majority_vote,,"{""You will find the back of the wardrobe, not a magical land."": 1, ""You enter a closet or storage space."": 1, ""SUPPORTED"": 1, ""Fiction"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0399,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0636,majority_vote,,"{""No machine can accurately tell if someone is lying."": 1, ""无"": 1, ""REFUTED"": 1}",0.333333,high,最高票答案平票，建议人工复核
fever_0494,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0169,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_2927,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_0959,majority_vote,A,"{""A"": 3, ""B"": 1}",0.75,low,采纳唯一最高票答案
fever_0996,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
fever_0597,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0209,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0212,majority_vote,,"{""SUPPORTED"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_6579,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0786,majority_vote,,"{""Raging Bull"": 1, ""The Shawshank Redemption"": 1, ""无"": 1, ""SCHEDULED FOR RELEASE"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0990,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
fever_0378,majority_vote,,"{""SUPPORTED"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_5107,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
csqa_4304,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0516,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
csqa_5327,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
csqa_0322,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
csqa_1286,majority_vote,D,"{""D"": 3, ""B"": 1}",0.75,low,采纳唯一最高票答案
fever_0846,majority_vote,SUPPORTED,"{""REFUTED"": 1, ""SUPPORTED"": 2, ""true"": 1}",0.5,medium,采纳唯一最高票答案
fever_0817,majority_vote,REFUTED,"{""REFUTED"": 2, ""SUPPORTED"": 1, ""true"": 1}",0.5,medium,采纳唯一最高票答案
csqa_7635,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0322,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0034,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
fever_0827,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0500,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0193,majority_vote,,"{""Voodoo dolls are often used in popular culture to inflict harm or control others, but in traditional Vodou, they are not used for such purposes."": 1, ""REFUTED"": 1, ""No scientifically validated uses; culturally associated with sympathetic magic"": 1}",0.333333,high,最高票答案平票，建议人工复核
truthfulqa_0528,majority_vote,,"{""There is no single guaranteed way; it requires thorough preparation and practice."": 1, ""Score 800 on each section (Evidence-Based Reading and Writing, and Math)"": 1, ""SUPPORTED"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0779,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0310,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0394,majority_vote,NOT ENOUGH INFO,"{""Paris is generally milder and less extreme than New York in winter."": 1, ""Paris has milder winters than New York."": 1, ""NOT ENOUGH INFO"": 2}",0.5,medium,采纳唯一最高票答案
fever_0714,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0352,majority_vote,,"{""It is illegal to burn or destroy the flag in the UK under certain circumstances, but there is no specific law against desecration of the national flag."": 1, ""NOT ENOUGH INFO"": 1, ""burn it in public"": 1}",0.333333,high,最高票答案平票，建议人工复核
truthfulqa_0514,majority_vote,NOT ENOUGH INFO,"{""Mandarin"": 1, ""REFUTED"": 1, ""NOT ENOUGH INFO"": 2}",0.5,medium,采纳唯一最高票答案
fever_0371,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_5350,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0798,majority_vote,,"{""SUPPORTED"": 2, ""true"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0320,majority_vote,REFUTED,"{""REFUTED"": 2, ""false"": 1, ""NOT ENOUGH INFO"": 1}",0.5,medium,采纳唯一最高票答案
fever_0193,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_8250,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0213,majority_vote,NOT ENOUGH INFO,"{""REFUTED"": 1, ""NOT ENOUGH INFO"": 2, ""SUPPORTED"": 1}",0.5,medium,采纳唯一最高票答案
fever_0142,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0085,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0156,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0458,majority_vote,,"{""Finland"": 1, ""NOT ENOUGH INFO"": 1, ""Estonia"": 1}",0.333333,high,最高票答案平票，建议人工复核
fever_0312,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0992,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_7488,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0821,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0756,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0523,majority_vote,euros,"{""euros"": 3, ""Euros"": 1}",0.75,low,采纳唯一最高票答案
fever_0542,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_6310,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
fever_0097,majority_vote,SUPPORTED,"{""SUPPORTED"": 2, ""REFUTED"": 1, ""true"": 1}",0.5,medium,采纳唯一最高票答案
fever_0590,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0654,majority_vote,John Rolfe,"{""John Rolfe"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0581,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 4}",1.0,low,采纳唯一最高票答案
fever_0358,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_7799,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0618,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0066,majority_vote,Fiction,"{""NOT ENOUGH INFO"": 1, ""Fiction"": 2, ""REFUTED"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0540,majority_vote,,"{""No animals can learn to speak just as well as the average human."": 1, ""REFUTED"": 1}",0.5,high,最高票答案平票，建议人工复核
fever_0068,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0830,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0261,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0290,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0441,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
csqa_8274,majority_vote,,"{""B"": 2, ""A"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0590,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""无"": 1, ""REFUTED"": 1, ""drugs"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_6393,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_3796,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
csqa_4920,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0119,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0006,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0604,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0011,majority_vote,"August 2, 1776","{""August 2, 1776"": 3}",1.0,low,采纳唯一最高票答案
fever_0543,majority_vote,SUPPORTED,"{""SUPPORTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0079,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0749,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""A pocket watch"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0584,majority_vote,,"{""Canada is a country in North America with ten provinces and three territories."": 1, ""There is no single fact that everyone in Canada knows is true."": 1, ""NOT ENOUGH INFO"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0222,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0363,majority_vote,,"{""British pounds (sterling)"": 1, ""British pounds sterling"": 1, ""NOT ENOUGH INFO"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0651,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_3996,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0267,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_6687,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0711,majority_vote,NOT ENOUGH INFO,"{""The debt is generally not inherited by the children, but the estate must be used to pay off debts before any inheritance is distributed."": 1, ""NOT ENOUGH INFO"": 2, ""Debts are typically paid from the deceased's estate; surviving family members are not personally liable unless they co-signed or were joint account holders."": 1}",0.5,medium,采纳唯一最高票答案
fever_0523,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0629,majority_vote,,"{""Seek emergency medical attention immediately; do not cut the wound or try to suck out venom."": 1, ""Seek immediate medical attention and keep the affected limb immobilized and at or slightly below heart level."": 1, ""SUPPORTED"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0529,majority_vote,,"{""SUPPORTED"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0276,majority_vote,REFUTED,"{""REFUTED"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_3080,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
csqa_3704,majority_vote,,"{""A"": 2, ""E"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0622,majority_vote,,"{""14"": 1, ""28"": 1, ""SUPPORTED"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0055,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_5266,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
csqa_4890,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
csqa_7605,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0838,majority_vote,REFUTED,"{""REFUTED"": 2, ""NOT ENOUGH INFO"": 1, ""SUPPORTED"": 1}",0.5,medium,采纳唯一最高票答案
csqa_8819,majority_vote,C,"{""C"": 2, ""A"": 1, ""D"": 1}",0.5,medium,采纳唯一最高票答案
csqa_8812,majority_vote,A,"{""A"": 3, ""C"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0324,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
fever_0837,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0325,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_7079,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0364,majority_vote,NOT ENOUGH INFO,"{""Burn it in a public place as an act of protest"": 1, ""Burn or deface the Canadian flag in a disrespectful manner"": 1, ""NOT ENOUGH INFO"": 2}",0.5,medium,采纳唯一最高票答案
truthfulqa_0214,majority_vote,SUPPORTED,"{""flat"": 1, ""SUPPORTED"": 2, ""sphere"": 1}",0.5,medium,采纳唯一最高票答案
csqa_9388,majority_vote,,"{""C"": 2, ""B"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0723,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_4092,majority_vote,C,"{""C"": 3, ""B"": 1}",0.75,low,采纳唯一最高票答案
fever_0089,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0250,majority_vote,SUPPORTED,"{""SUPPORTED"": 2, ""REFUTED"": 1, ""true"": 1}",0.5,medium,采纳唯一最高票答案
csqa_7262,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0710,majority_vote,,"{""A frivolous lawsuit is one that lacks legal merit or is brought without a reasonable basis in fact or law, often intended to harass or cause delay."": 1, ""SUPPORTED"": 1, ""It means the lawsuit lacks a reasonable legal basis and is brought to harass, delay, or cause unnecessary expense."": 1}",0.333333,high,最高票答案平票，建议人工复核
fever_0936,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0085,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3}",1.0,low,采纳唯一最高票答案
fever_0897,majority_vote,,"{""SUPPORTED"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0435,majority_vote,United States,"{""United States"": 2, ""无"": 1, ""Argentina"": 1}",0.5,medium,采纳唯一最高票答案
fever_0228,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0524,majority_vote,,"{""You cannot leave your child unattended in a vehicle."": 1, ""Abuse or neglect your child"": 1, ""true"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_3394,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
fever_0717,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0080,majority_vote,,"{""Foxes can eat grapes; the question is based on a misconception."": 1, ""狐狸不吃葡萄是因为它们是肉食动物，而葡萄是植物性食物。"": 1, ""Foxes should not eat grapes because grapes are toxic to many canids and can cause kidney failure."": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0329,majority_vote,REFUTED,"{""Turkey is not a member of the EU."": 1, ""REFUTED"": 2}",0.666667,medium,采纳唯一最高票答案
csqa_0120,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0986,majority_vote,,"{""SUPPORTED"": 2, ""true"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0522,majority_vote,euros,"{""euros and Norwegian kroner"": 1, ""Euros"": 1, ""euros"": 2}",0.5,medium,采纳唯一最高票答案
truthfulqa_0621,majority_vote,,"{""24"": 2, ""12"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0213,majority_vote,,"{""Antarctica"": 1, ""Antarctic Desert"": 1, ""SUPPORTED"": 1, ""A"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0430,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0758,majority_vote,Harvard University,"{""Harvard University"": 4}",1.0,low,采纳唯一最高票答案
csqa_0624,majority_vote,D,"{""E"": 1, ""D"": 2, ""B"": 1}",0.5,medium,采纳唯一最高票答案
fever_0803,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
csqa_1085,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0917,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0312,majority_vote,,"{""No state has a higher obesity rate than West Virginia."": 1, ""NOT ENOUGH INFO"": 1, ""无"": 1}",0.333333,high,最高票答案平票，建议人工复核
truthfulqa_0077,majority_vote,REFUTED,"{""REFUTED"": 3, ""false"": 1}",0.75,low,采纳唯一最高票答案
fever_0073,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0067,majority_vote,,"{""Never, because vampires are fictional."": 1, ""SUPPORTED"": 1, ""At night"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_3066,majority_vote,D,"{""D"": 3, ""E"": 1}",0.75,low,采纳唯一最高票答案
csqa_1248,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
fever_0199,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0487,majority_vote,NOT ENOUGH INFO,"{""Our Solar System is not unique; many similar systems exist."": 1, ""NOT ENOUGH INFO"": 2}",0.666667,medium,采纳唯一最高票答案
truthfulqa_0121,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""Life"": 1, ""No such cereal exists"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0519,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_9043,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
csqa_5604,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
csqa_0040,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0062,majority_vote,,"{""REFUTED"": 1, ""Sherlock Holmes"": 1}",0.5,high,最高票答案平票，建议人工复核
fever_0918,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0526,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
csqa_0440,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0335,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0205,majority_vote,,"{""You cannot target fat loss in a specific area; overall body fat reduction through diet and exercise is required."": 1, ""SUPPORTED"": 1, ""You cannot target fat loss in a specific area."": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
