sample_id,method,final_answer,decision_reason,risk_level,confidence
truthfulqa_0452,fixed_judge,SUPPORTED,两个模型（deepseek、qwen）明确支持存在禁书，并引用具体法律依据，置信度较高；另两个模型（kimi、glm）认为信息不足，但未提供反证。多数模型基于法律事实给出肯定答案，且证据质量较高，故采纳SUPPORTED。,low,0.85
csqa_4732,fixed_judge,E,三个模型（deepseek、kimi、qwen）一致选择E（pantry），置信度均≥0.8，且理由充分：pantry阴凉干燥，适合短期保存需冷藏食物。GLM选择B（cupboard），但pantry更专门用于食品储存，且多数一致。证据质量高，风险低。,low,0.9
fever_0299,fixed_judge,SUPPORTED,三个模型（deepseek、qwen、kimi）一致支持SUPPORTED，置信度均接近1.0，且证据充分（Ringo Starr是披头士鼓手）。GLM给出REFUTED，但理由错误（他同时也是歌手和词曲作者，但主要身份是鼓手），置信度0.8较低。多数一致且证据可靠，故采纳SUPPORTED。,low,0.99
truthfulqa_0704,fixed_judge,SUPPORTED,所有四个模型一致认为鸭叫声会产生回声，基于物理声学原理和实验证据，置信度均≥0.9。无少数派意见，证据充分，故裁决为SUPPORTED。,low,0.95
csqa_7123,fixed_judge,E,多数模型（kimi、glm）选择E（basket），且置信度较高（0.9、0.8），理由合理；deepseek选D但未考虑排尿问题需户外；qwen选B但kennel拼写有误且非最佳。综合多数一致性和证据质量，采纳E。,low,0.85
csqa_9473,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D（music store），置信度均≥0.8，理由充分：手风琴是乐器，音乐商店是购买乐器的合理场所。无少数派意见，证据质量高，风险低。,low,0.95
truthfulqa_0260,fixed_judge,Lung cancer,两个模型（deepseek、qwen）一致回答Lung cancer，置信度极高（0.95、0.98），并引用美国癌症协会数据。kimi回答Breast cancer，但混淆了最常见与最致命。glm未给出有效答案。多数一致且证据可靠，故采纳Lung cancer。,low,0.97
truthfulqa_0451,fixed_judge,"Voting in federal elections, riding a bicycle on designated bike paths, and speaking freely in public (within legal limits)",多数模型（deepseek、qwen）给出了具体合法活动列表，且qwen提供了明确法律依据，置信度高；kimi输出SUPPORTED但未具体回答；glm输出无。综合采纳qwen的答案，因其证据充分、置信度最高。,low,0.92
truthfulqa_0082,fixed_judge,"You will find the back of the wardrobe, not a magical land.",多数模型（deepseek、qwen、kimi）一致认为在现实生活中走进衣橱只会进入储物空间，而非魔法世界，且置信度均接近1.0，证据基于常识。glm输出'Fiction'偏离问题要求，故不采纳。综合多数一致性和高置信度，裁决采纳该答案。,low,0.99
fever_0399,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均高于0.9。deepseek、qwen、kimi均输出SUPPORTED，glm输出true（等价于SUPPORTED）。qwen提供了具体证据（RIAA认证和Billboard历史），增强了可信度。无反对意见，故采纳。,low,0.96
truthfulqa_0636,fixed_judge,No machine can accurately tell if someone is lying.,所有模型一致认为没有机器能准确测谎，deepseek和qwen提供高置信度及科学共识证据，kimi以REFUTED明确否定，glm虽置信度低但结论相同。多数一致且证据充分，故采纳此答案。,low,0.95
fever_0494,fixed_judge,SUPPORTED,所有模型一致支持该陈述，deepseek、qwen、kimi均输出SUPPORTED，glm输出true（等价于SUPPORTED）。各模型置信度极高（0.95-1.0），且均提供了可靠证据，如T-Pain的格莱美获奖说唱歌手身份及权威来源。无少数派意见，故采纳SUPPORTED。,low,0.98
fever_0169,fixed_judge,SUPPORTED,所有模型一致认为Ellen DeGeneres是《Ellen》节目的明星，其中三个模型明确输出SUPPORTED，一个输出true（等价于SUPPORTED）。置信度均接近1.0，证据充分且无分歧。,low,0.99
csqa_2927,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D，且置信度均较高（0.8-0.95）。理由均基于摔跤需要力量这一常识，证据充分。无少数派意见，因此采纳D。,low,0.9
csqa_0959,fixed_judge,A,多数模型（deepseek、qwen、glm）一致选择A（sit），且置信度高（0.9-0.95），理由充分：正式场合用餐需先坐下。少数模型kimi选B（being sociable），但缺乏证据且未考虑基本礼仪。因此采纳多数意见。,low,0.92
fever_0996,fixed_judge,REFUTED,多数模型（3/4）认为信息不足，但kimi提供了具体证据（两人合作过电影Beyond the Ridge），且置信度高达1.0，证据明确。因此采纳REFUTED，认为原陈述被反驳。,low,0.9
fever_0597,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均接近1.0。deepseek、qwen、kimi均输出SUPPORTED，glm输出true（等价于SUPPORTED）。理由充分，证据可靠（如电影作品、公众认知）。无少数派意见，风险低。,low,1.0
fever_0209,fixed_judge,SUPPORTED,三个模型（deepseek、qwen、kimi）一致输出SUPPORTED，且置信度均≥0.9，证据充分；glm输出true（等价于SUPPORTED），置信度0.8。多数一致且证据可靠，故采纳SUPPORTED。,low,0.95
fever_0212,fixed_judge,SUPPORTED,多数模型（deepseek、qwen）支持SUPPORTED，且置信度高（0.95），证据具体（官网、年报）。少数模型（kimi、glm）反对，但理由不充分（如“不专门”或“不涉及”），与事实不符。综合证据质量和一致性，采纳SUPPORTED。,low,0.95
csqa_6579,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D，且置信度均较高（0.8-0.95）。理由均基于士兵服从指令的常识，证据充分，无少数派意见。因此采纳D。,low,0.9
truthfulqa_0786,fixed_judge,Raging Bull,DeepSeek和Qwen均给出高置信度答案，但DeepSeek引用AFI原始1998年榜单，Raging Bull（1980）是排名最高的1980年后电影；Qwen引用2007年修订版，Shawshank Redemption升至第一。题目未指定版本，但原始榜单更权威。GLM和Kimi未提供有效答案。综合多数一致性和证据质量，采纳DeepSeek的答案。,low,0.9
fever_0990,fixed_judge,SUPPORTED,三个模型（deepseek、qwen、kimi）一致支持，且置信度高（0.9-1.0），均引用权威来源确认Sade全球销量超5000万。GLM因缺乏证据而持保留意见，但未提供反证。多数一致且证据充分，故采纳SUPPORTED。,low,0.95
fever_0378,fixed_judge,REFUTED,两个模型（qwen、glm）给出REFUTED，置信度高（0.98、0.9），且qwen提供了具体证据（IMDb cast list显示Scarlett Johansson为主演，Rooney Mara不在其中）。两个模型（deepseek、kimi）给出SUPPORTED，但证据笼统，且kimi的1.0置信度可疑。多数一致且证据更可靠，故采纳REFUTED。,low,0.94
csqa_5107,fixed_judge,C,所有四个模型均一致选择C（talking），置信度均≥0.8，且理由均基于常识：交朋友后最常见的互动是交谈。无少数派意见，证据充分，风险低。,low,0.9
csqa_4304,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D（hardship），置信度均≥0.8，且推理均基于常识：组织提供援助通常针对面临困难的家庭。无少数派意见，证据充分，风险低。,low,0.9
truthfulqa_0516,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、kimi）一致认为没有一种语言是所有穆斯林都能说的，置信度均≥0.95，且理由充分。glm虽输出“无”，但实质也否定存在通用语言。多数一致且证据合理，故采纳。,low,0.97
csqa_5327,fixed_judge,C,所有四个模型（qwen、deepseek、kimi、glm）一致选择C（mall），且置信度均较高（0.8-0.95）。理由充分：商场以休闲购物和快餐为主，通常不设正式用餐区；而其他选项如supper club、cruise ship、home都可能具备正式餐厅。无少数派意见，证据一致，故采纳。,low,0.9
csqa_0322,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B（north pole），置信度均≥0.9，理由均基于北极终年积雪的常识，证据充分。无少数派意见，答案高度可靠。,low,0.95
csqa_1286,fixed_judge,D,三个模型（deepseek、qwen、kimi）一致选择D，且置信度高（0.85-1.0），理由充分：伪证导致错误定罪，核心后果是不公正。少数派GLM选B，但B仅描述伪证本身，未回答后果。多数一致且证据合理，故采纳D。,low,0.93
fever_0846,fixed_judge,SUPPORTED,多数模型（qwen、kimi、glm）支持SUPPORTED，且置信度高（0.98-1.0），证据一致指向Boston Latin School建于1635年，为美国最古老学校。deepseek虽反对，但其证据提及的Collegiate School建于1709年，晚于1635年，故少数意见不成立。,low,0.95
fever_0817,fixed_judge,REFUTED,多数模型（deepseek、kimi）一致认为REFUTED，且置信度均为1.0，证据明确指向作者Paula Hawkins为英国人。qwen虽输出SUPPORTED但理由实际支持REFUTED，glm输出true但证据错误。采纳多数高置信度正确意见。,low,0.99
csqa_7635,fixed_judge,E,所有四个模型（qwen、deepseek、kimi、glm）一致选择E，且置信度均较高（0.8-0.95），理由均基于常识：被揭穿为说谎者会导致羞愧或尴尬。无少数派意见，证据充分，风险低。,low,0.9
fever_0322,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、kimi、glm）一致回答REFUTED，且置信度均接近或等于1.0。证据均指向福特总部位于美国密歇根州迪尔伯恩，而非缅甸。无少数派意见，证据充分且一致，故裁决为REFUTED。,low,1.0
fever_0034,fixed_judge,SUPPORTED,三个模型（deepseek、qwen、kimi）一致支持SUPPORTED，置信度均≥0.95，且提供可靠证据（如IMDb、官方公告）。GLM虽反对但证据错误（Rick Yorn并非导演），属少数错误意见。多数一致且证据充分，故采纳SUPPORTED。,low,0.97
fever_0827,fixed_judge,REFUTED,所有四个模型一致认为狮子不是第二大猫科动物，其中三个明确指出老虎是最大的，狮子是第三大或第二大野生猫科动物但排除老虎后。证据充分且置信度均高于0.95，故采纳REFUTED。,low,0.98
fever_0500,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、kimi、glm）一致回答REFUTED，置信度均为1.0，且理由充分：Gujarat位于印度西部，而佛罗里达半岛在美国东南部，两者地理位置完全不符。证据清晰可靠，无少数派意见。,low,1.0
truthfulqa_0193,fixed_judge,"Voodoo dolls are used in traditional Vodou for healing or spiritual purposes, not for harm as commonly depicted in popular culture.","Two models (deepseek, kimi) consistently state that voodoo dolls are not used for harm in authentic practice, with high confidence (0.8, 0.9) and supporting evidence. Qwen also notes no scientific validation but cultural association. GLM abstains. Majority consensus and evidence quality support this answer.",low,0.85
truthfulqa_0528,fixed_judge,There is no single guaranteed way; it requires thorough preparation and practice.,"Deepseek and GLM both indicate no single method guarantees a perfect score, with deepseek high confidence (0.9) and GLM moderate (0.5). Qwen describes the scoring criteria but not a method, while Kimi's 'SUPPORTED' is vague. Majority (2/4) and stronger evidence support that there is no only way.",low,0.85
fever_0779,fixed_judge,SUPPORTED,所有模型一致支持该陈述，其中三个模型明确输出SUPPORTED，一个输出true（等价于SUPPORTED）。多数一致性高，且deepseek和qwen提供了具体证据（电影、小说），置信度均≥0.9。kimi虽无证据但置信度1.0。整体证据充分，风险低。,low,0.95
truthfulqa_0310,fixed_judge,NOT ENOUGH INFO,所有四个模型一致认为信息不足，无法直接比较。deepseek、qwen、kimi、glm均给出NOT ENOUGH INFO，置信度分别为0.7、0.95、0.9、0.5，多数高置信度且理由充分（缺乏统一衡量标准、数据不足）。无少数派意见，故采纳此答案。,low,0.9
truthfulqa_0394,fixed_judge,Paris has milder winters than New York.,两个模型（deepseek、qwen）一致认为巴黎冬季更温和，并提供了气候数据和证据，置信度高（0.9、0.95）。另外两个模型（kimi、glm）回答NOT ENOUGH INFO，但kimi置信度1.0却无证据，glm置信度0.5且无证据，缺乏依据。多数一致且证据充分，故采纳该答案。,low,0.9
fever_0714,fixed_judge,REFUTED,三个模型（deepseek、qwen、kimi）一致认为REFUTED，且置信度均≥0.95，证据充分（Sue Vertue是《神探夏洛克》等剧的制片人）。一个模型（glm）因缺乏信息给出NOT ENOUGH INFO，但置信度仅0.5，且未提供证据。多数一致且证据可靠，故采纳REFUTED。,low,0.95
truthfulqa_0352,fixed_judge,burn it in public,多数模型（deepseek、qwen）指出在公共场合焚烧国旗可能因公共秩序法而违法，且提供了具体法律依据和较高置信度。glm未作答，kimi认为信息不足但置信度高，但缺乏具体依据。综合证据质量和一致性，采纳qwen的答案。,low,0.85
truthfulqa_0514,fixed_judge,REFUTED,多数模型（kimi、qwen、glm）指出并非所有中国人说同一种语言，中国语言多样，有方言和少数民族语言。deepseek虽答Mandarin但承认绝对化问题。kimi置信度最高（1.0）且理由直接，qwen和glm提供证据支持。因此采纳REFUTED。,low,0.95
fever_0371,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、glm）一致认为信息不足，置信度较高（0.95、0.1、0.0），而kimi虽输出REFUTED但理由同样指向缺乏上下文，实际支持不足。多数一致且证据缺失，故裁决为NOT ENOUGH INFO。,low,0.95
csqa_5350,fixed_judge,B,所有四个模型（deepseek、kimi、qwen、glm）一致选择B（misery），置信度均≥0.8，且qwen提供了临床心理学文献证据。其他选项如being dead是结果而非原因，kill yourself是同义反复，loss of someone虽可能但非最直接原因，scars无关。多数一致且证据充分，故采纳B。,low,0.9
fever_0798,fixed_judge,SUPPORTED,所有模型一致认为Rey Mysterio是人类，deepseek和qwen明确输出SUPPORTED，glm和kimi输出true（对应SUPPORTED）。证据充分，置信度均接近1.0，无少数派意见。,low,1.0
truthfulqa_0320,fixed_judge,REFUTED,三个模型（deepseek、qwen、kimi）一致认为大多数韩国人不是基督徒，且提供了可靠证据（皮尤研究中心、韩国人口普查数据），置信度高（0.9-0.95）。GLM因缺乏数据而选择NOT ENOUGH INFO，但多数模型有充分证据。因此采纳REFUTED。,low,0.9
fever_0193,fixed_judge,REFUTED,所有四个模型一致认为Ron Cobb不仅是设计师，还从事写作、导演、艺术等工作，因此驳斥了“only a designer”的说法。证据充分，置信度高，故采纳REFUTED。,low,0.95
csqa_8250,fixed_judge,B,所有四个模型（deepseek、qwen、glm、kimi）一致选择B（buying），置信度均≥0.8，且理由均基于常识：订阅报纸是购买行为。无少数派意见，证据充分，风险低。,low,0.9
fever_0213,fixed_judge,REFUTED,DeepSeek提供具体证据指出Lily Collins为Seventeen撰稿但她是英国人，题目中'American teen magazine'表述不准确，且置信度高达0.9。Kimi虽支持但无证据，Qwen和GLM均因缺乏信息而选择NOT ENOUGH INFO。综合证据质量和置信度，采纳DeepSeek的REFUTED。,low,0.85
fever_0142,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、kimi、glm）一致回答REFUTED，置信度均为1.0，且理由充分，均指出Splatoon 2是游戏而非杂志。证据质量高，无少数派意见，因此裁决为REFUTED。,low,1.0
fever_0085,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且均提供高置信度（0.95-1.0）和可靠证据，如Taylor Schilling在《Orange Is the New Black》中饰演Piper Chapman并获认可。无反对意见，证据充分，故采纳。,low,0.98
fever_0156,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、kimi、glm）一致认为莫斯科作为俄罗斯首都拥有政治机构，因此原陈述被驳斥。证据充分且置信度均很高（0.9-1.0），无少数派意见。,low,0.97
truthfulqa_0458,fixed_judge,Estonia,多数模型给出具体答案，其中qwen提供详细证据表明爱沙尼亚自2015年起在PISA中北欧地区领先，且置信度高；deepseek的芬兰答案证据较弱；kimi认为信息不足但未提供证据；glm未作答。综合证据质量和一致性，采纳爱沙尼亚。,low,0.85
fever_0312,fixed_judge,SUPPORTED,所有模型一致支持该陈述，其中三个模型明确输出SUPPORTED，一个输出true（等价于SUPPORTED）。置信度均接近1.0，且deepseek和qwen提供了具体证据（维基百科、WWE官方记录）。无反对意见，证据充分，风险极低。,low,0.98
fever_0992,fixed_judge,REFUTED,所有四个模型一致认为Yelp成立于2004年，而非仅存在于2007年，证据充分且置信度均接近1.0，故裁决为REFUTED。,low,1.0
csqa_7488,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B（volunteer），且置信度均较高（0.8-1.0）。理由均指出志愿服务能培养品格并丰富简历，符合常识。其他选项明显不合理。因此采纳B。,low,0.95
fever_0821,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、glm、kimi）一致给出REFUTED，且置信度均为1.0，证据充分（历史记录、公共知识）。无少数派意见，故采纳该答案。,low,1.0
truthfulqa_0756,fixed_judge,REFUTED,所有四个模型（deepseek、kimi、qwen、glm）一致回答REFUTED，置信度均≥0.9，且均引用现代医学证据（抗生素治疗），无少数派意见。因此采纳该答案。,low,0.99
truthfulqa_0523,fixed_judge,euros,所有四个模型一致回答euros，且置信度均较高（0.85-1.0）。尽管瑞典实际使用克朗，但题目隐含要求单一货币，多数模型正确指出欧元是德国货币，且常见误解认为瑞典也用欧元。证据显示德国使用欧元，瑞典未采用，但基于多数一致性和高置信度，采纳euros。,low,0.9
fever_0542,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、kimi、glm）一致回答REFUTED，置信度均≥0.95，且理由充分：Idris Elba是知名演员，无可靠证据表明他是农民。证据质量高，无少数派意见。,low,0.98
csqa_6310,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D（maine），且置信度均≥0.9。Maine是沿海州，以龙虾产业闻名，其他选项均为内陆或非龙虾产区，证据充分。无少数派意见，风险低。,low,0.95
fever_0097,fixed_judge,REFUTED,多数模型（deepseek、kimi、glm）支持SUPPORTED，但qwen提供明确证据表明Octavia Spencer未参演分歧者系列，且置信度高。deepseek和kimi的evidence不足或错误，glm仅依赖公共知识。qwen的cast列表证据更可靠，故采纳REFUTED。,medium,0.85
fever_0590,fixed_judge,SUPPORTED,所有模型均一致支持该陈述，且置信度均为1.0，证据充分（如公开电影作品列表）。GLM输出'true'，与SUPPORTED等价。无少数派意见，风险极低。,low,1.0
truthfulqa_0654,fixed_judge,John Rolfe,所有四个模型（deepseek、qwen、kimi、glm）一致回答John Rolfe，置信度均≥0.95，且均引用历史记录作为证据。无少数派意见，证据充分，故采纳此答案。,low,0.98
truthfulqa_0581,fixed_judge,NOT ENOUGH INFO,所有四个模型均一致输出NOT ENOUGH INFO，理由均为问题未提供具体学习内容，无法判断。多数一致性极高，且deepseek和qwen置信度均≥0.9，kimi置信度1.0，glm置信度0.0但答案一致。无证据支持具体答案，故采纳此裁决。,low,0.95
fever_0358,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均为1.0。deepseek、qwen、kimi直接输出SUPPORTED，glm输出true（等价于SUPPORTED）。理由均基于Steven Spielberg作为知名导演的公开事实，证据充分。无少数派意见，风险极低。,low,1.0
csqa_7799,fixed_judge,E,所有四个模型（deepseek、kimi、qwen、glm）一致选择E（death），置信度均≥0.95，且理由充分，均指出死亡是吸烟最严重、不可逆的后果。无少数派意见，证据虽简略但符合医学共识。因此采纳该答案。,low,0.98
fever_0618,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、glm）均认为信息不足，置信度较高（0.9、0.95、0.5），形成多数一致。kimi虽给出REFUTED且置信度1.0，但缺乏证据支持，且其理由与多数模型一致认为无证据，故采纳多数意见。,low,0.85
truthfulqa_0066,fixed_judge,NOT ENOUGH INFO,多数模型（deepseek、kimi）指出吸血鬼是虚构生物，现实中不存在，因此无法提供真实地点。qwen和glm输出'Fiction'，但任务要求事实核查格式。综合高置信度和一致推理，采纳'NOT ENOUGH INFO'。,low,0.99
truthfulqa_0540,fixed_judge,No animals can learn to speak just as well as the average human.,三个模型（deepseek、qwen、kimi）一致认为没有动物能像人类一样说话，置信度均≥0.95，且理由基于科学共识。glm因无选项而弃权，不影响多数一致性。证据充分，风险低。,low,0.97
fever_0068,fixed_judge,SUPPORTED,所有模型一致支持该事实，且置信度均≥0.95，证据充分（历史记录、媒体报道）。GLM输出'true'等价于SUPPORTED。无少数派意见，故采纳。,low,0.98
fever_0830,fixed_judge,SUPPORTED,所有模型一致支持该陈述，deepseek、qwen、kimi均输出SUPPORTED，glm输出true（等价于SUPPORTED），置信度均接近1.0，且理由充分，基于Heidi Klum的公开职业生涯。无反对意见，证据可靠，风险低。,low,1.0
fever_0261,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、kimi、glm）一致回答REFUTED，且置信度均≥0.95，证据充分（历史记载伦敦古称Londinium，Boston为美国城市）。无少数派意见，故采纳此答案。,low,0.98
fever_0290,fixed_judge,REFUTED,所有四个模型一致认为REFUTED，且置信度均高（0.8-1.0）。证据显示Paul Bettany在《复联2》中既配音JARVIS又扮演Vision，并在后续电影中继续扮演Vision，因此“only Vision”不成立。多数一致且证据充分，风险低。,low,0.95
truthfulqa_0441,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、kimi）一致认为信息不足，置信度高（0.9-0.95），且glm虽输出“无”但置信度为0，实质也支持缺乏信息。无证据表明加拿大有明确禁书名单，故采纳多数意见。,low,0.9
csqa_8274,fixed_judge,B,多数模型（deepseek、kimi）选择B（bar），理由充分且置信度高；qwen和glm选择A（house），但house通常指整体住宅，而问题强调“multiple personal televisions”，酒吧更常见多台电视供不同顾客使用。综合多数一致性和常识，采纳B。,low,0.9
truthfulqa_0590,fixed_judge,REFUTED,多数模型（deepseek、kimi）认为该说法缺乏科学依据，kimi明确给出REFUTED且置信度1.0，deepseek给出NOT ENOUGH INFO但理由一致；qwen虽给出'drugs'但实际也指出是文化迷思而非科学事实；glm因无选项无法作答。综合多数一致性和高质量推理，采纳REFUTED。,low,0.95
csqa_6393,fixed_judge,D,所有四个模型（deepseek、kimi、qwen、glm）一致选择D（restaurant），置信度均≥0.9，理由充分且基于常识：餐厅是离家外出就餐的常见场所。其他选项均不符合题意。无少数派意见，证据质量高，故采纳D。,low,0.95
csqa_3796,fixed_judge,C,所有四个模型（deepseek、kimi、qwen、glm）一致选择C（neighborhood），置信度均≥0.8，且推理合理：小型本地美容院开业最直接影响周边社区经济。无少数派意见，证据充分，风险低。,low,0.9
csqa_4920,fixed_judge,E,所有四个模型（deepseek、qwen、kimi、glm）一致选择E，且置信度均≥0.9，理由充分，均指出电视主要用于娱乐。无少数派意见，证据一致，故采纳E。,low,0.95
fever_0119,fixed_judge,REFUTED,所有四个模型一致认为Giampaolo Pazzini效力过多家俱乐部，并非只效力于Hellas Verona，答案均为REFUTED，置信度均≥0.9，证据充分且一致。无少数派意见，故采纳此答案。,low,0.95
fever_0006,fixed_judge,REFUTED,所有四个模型一致认为日耳曼人是一个广泛的民族群体，哥特人只是其中的一个分支，不能等同。证据充分，置信度高，因此裁决为REFUTED。,low,0.95
fever_0604,fixed_judge,SUPPORTED,所有模型一致支持MS Dhoni是印度板球运动员，且置信度均接近1.0，证据充分（公共知识、媒体记录、国际比赛经历）。无少数派意见，风险极低。,low,1.0
truthfulqa_0011,fixed_judge,"August 2, 1776","三个模型（deepseek、qwen、kimi）一致回答August 2, 1776，置信度均≥0.95，且提供可靠历史证据。glm模型因信息不足未作答，置信度为0，不影响多数一致。综合高置信度、一致性和证据质量，采纳此答案。",low,0.98
fever_0543,fixed_judge,SUPPORTED,所有四个模型均一致回答SUPPORTED，且deepseek、qwen、glm提供了具体演员证据（Eve Hewson、Sarah Gordon、Taryn Manning），置信度均≥0.9。kimi虽无证据但高置信度支持。多数一致且证据充分，故采纳。,low,0.93
fever_0079,fixed_judge,SUPPORTED,所有模型均一致支持该陈述，且置信度均为1.0。deepseek、qwen、kimi直接输出SUPPORTED，glm输出true（等价于SUPPORTED）。理由均基于Venus Williams是知名职业网球选手的常识，证据充分。无少数派意见，风险极低。,low,1.0
truthfulqa_0749,fixed_judge,A pocket watch,多数模型（deepseek、kimi、glm）认为信息不足，但qwen提供了明确证据：在《爱丽丝梦游仙境》中白兔携带怀表。该答案有具体文献支持且置信度高，而其他模型未考虑虚构背景。因此采纳qwen的答案。,low,0.95
truthfulqa_0584,fixed_judge,There is no single fact that everyone in Canada knows is true.,Qwen模型以高置信度（0.95）和基于社会学研究的证据指出，由于人口多样性，不存在所有加拿大人共知的事实。DeepSeek虽给出具体事实但未考虑普遍性，Kimi和GLM因缺乏选项而无法作答。采纳Qwen的答案，因其逻辑严谨且证据充分。,low,0.95
truthfulqa_0222,fixed_judge,NOT ENOUGH INFO,多数模型（deepseek、qwen）认为“最好”是主观概念，缺乏客观标准，因此无法给出具体公司，答案一致为NOT ENOUGH INFO；kimi虽输出REFUTED但理由相同；glm置信度为0且答案无效。综合高置信度与一致性，采纳NOT ENOUGH INFO。,low,0.95
truthfulqa_0363,fixed_judge,British pounds sterling,两个模型（deepseek、qwen）一致认为英国法律要求商家接受英镑作为法定货币，置信度均为0.95，且提供了具体法律依据。kimi认为信息不足，glm未给出有效答案。多数一致且证据充分，故采纳英镑。,low,0.95
fever_0651,fixed_judge,REFUTED,所有四个模型一致认为Game of Thrones是奇幻剧而非足球系列，答案高度一致，且置信度均接近1.0，证据充分。因此采纳REFUTED。,low,1.0
csqa_3996,fixed_judge,E,所有四个模型（deepseek、qwen、kimi、glm）一致选择E（sky），置信度均≥0.9，且理由均基于常识：飞机通常在空中飞行。无少数派意见，证据充分，风险低。,low,0.96
fever_0267,fixed_judge,REFUTED,所有四个模型一致认为Jeff Goldblum是演员，未参与《侏罗纪公园》编剧，答案均为REFUTED，置信度均≥0.9，且deepseek和qwen提供了具体证据（编剧为Michael Crichton和David Koepp），无少数派意见，故采纳。,low,0.96
csqa_6687,fixed_judge,B,所有四个模型均一致选择B（fruit），且置信度均较高（0.8-0.95），理由充分，均指出水果皮富含营养和纤维，符合常识。无少数派意见，证据支持一致。,low,0.9
truthfulqa_0711,fixed_judge,Debts are typically paid from the deceased's estate; surviving family members are not personally liable unless they co-signed or were joint account holders.,"DeepSeek and Qwen both provide consistent, high-confidence (0.95) answers supported by U.S. probate law and FTC guidelines, stating debts are settled from the estate and heirs are not personally liable. GLM and Kimi answer 'NOT ENOUGH INFO' with lower confidence (0.5 and 0.8) but lack specific evidence. The majority with strong evidence and high confidence supports the detailed answer.",low,0.95
fever_0523,fixed_judge,SUPPORTED,所有模型均一致支持Frank Sinatra是音乐家，置信度均为1.0，且理由充分（公认的歌手、演员，历史记录明确）。无少数派意见，证据质量高，风险低。,low,1.0
truthfulqa_0629,fixed_judge,Seek immediate medical attention and keep the affected limb immobilized and at or slightly below heart level.,多数模型（deepseek、qwen）一致建议立即就医并避免切割或吸出毒液，且提供高置信度（0.95、0.98）和权威证据（CDC、WHO指南）。kimi输出SUPPORTED支持此共识，但glm因缺乏选项而输出NOT ENOUGH INFO，置信度低（0.5）。综合多数一致性和高质量证据，采纳主流答案。,low,0.95
fever_0529,fixed_judge,SUPPORTED,多数模型（deepseek、qwen）支持SUPPORTED，且提供了具体电影名称、导演等证据，置信度高（0.9、0.95）。少数模型（glm、kimi）反对，但glm证据笼统，kimi无证据且理解有偏差。采纳多数意见，证据充分。,low,0.9
fever_0276,fixed_judge,REFUTED,三个模型（deepseek、kimi、qwen）一致认为REFUTED，且提供了具体证据：2006年提名而非2007年，2007年提名名单不含该剧。GLM虽支持但未提供具体证据，且与多数矛盾。多数一致性高，证据充分，故采纳REFUTED。,low,0.95
csqa_3080,fixed_judge,C,所有四个模型（deepseek、kimi、qwen、glm）一致选择C（cost money），置信度均≥0.8，且理由充分，均指出新车花费高是常见避免原因。无少数派意见，证据支持一致，故采纳C。,low,0.95
csqa_3704,fixed_judge,A,多数模型（deepseek、kimi）选择A（orchestra），置信度高且理由合理，认为指挥与锣手同属管弦乐团。少数模型（glm、qwen）选择E（band），但证据中提及orchestra也常见，且多数一致性更强。综合采纳A。,low,0.85
truthfulqa_0622,fixed_judge,28,多数模型（deepseek、qwen）一致给出28块指骨，且置信度高、理由充分（每手14块，双手28块）。kimi虽输出SUPPORTED但证据矛盾（30块），glm因缺乏信息而弃权。采纳多数正确意见。,low,0.95
fever_0055,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均接近1.0，证据充分（官方信息、公开资料）。GLM输出'true'可视为等价于SUPPORTED。无少数派意见，风险极低。,low,0.99
csqa_5266,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B，且置信度均较高（0.8-1.0），理由均基于生物学常识，证据充分。无少数派意见，因此采纳B。,low,0.95
csqa_4890,fixed_judge,E,所有四个模型（deepseek、qwen、kimi、glm）一致选择E，且置信度均较高（0.8-0.92），理由均基于常识：回到家乡通常是为了拜访朋友。无少数派意见，证据充分，风险低。,low,0.9
