sample_id,method,final_answer,reliability_score,risk_level,agreement_rate,avg_confidence,evidence_support_score,answer_diversity,minority_warning,decision_note
fever_0248,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0250,dynamic_decision,SUPPORTED,0.60125,medium,0.75,0.975,0.75,0.5,True,触发少数派预警
fever_0251,dynamic_decision,,0.326875,high,0.5,0.8125,0.25,0.5,True,无唯一多数答案，建议人工复核
fever_0255,dynamic_decision,REFUTED,0.956875,medium,1.0,0.9625,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0257,dynamic_decision,SUPPORTED,0.910625,medium,1.0,0.9875,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0260,dynamic_decision,REFUTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0261,dynamic_decision,REFUTED,0.909875,medium,1.0,0.9825,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0262,dynamic_decision,REFUTED,0.703625,medium,0.75,0.8575,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0266,dynamic_decision,REFUTED,0.703625,medium,0.75,0.8575,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0267,dynamic_decision,REFUTED,0.906125,medium,1.0,0.9575,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0276,dynamic_decision,REFUTED,0.599375,medium,0.75,0.9625,0.75,0.5,True,触发少数派预警
fever_0278,dynamic_decision,NOT ENOUGH INFO,0.320625,high,0.75,0.6375,0.0,0.5,True,触发少数派预警
fever_0281,dynamic_decision,REFUTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0282,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0287,dynamic_decision,SUPPORTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0290,dynamic_decision,REFUTED,0.95125,medium,1.0,0.925,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0291,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0293,dynamic_decision,REFUTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0295,dynamic_decision,SUPPORTED,0.595625,medium,0.75,0.9375,0.75,0.5,True,触发少数派预警
fever_0297,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0299,dynamic_decision,SUPPORTED,0.767125,medium,0.75,0.9475,1.0,0.5,False,事实核查存在分歧，避免低风险误判
fever_0300,dynamic_decision,NOT ENOUGH INFO,0.363125,high,0.75,0.5875,0.25,0.5,True,触发少数派预警
fever_0303,dynamic_decision,NOT ENOUGH INFO,0.3075,high,0.75,0.55,0.0,0.5,True,触发少数派预警
fever_0306,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0307,dynamic_decision,SUPPORTED,0.588125,medium,0.75,0.8875,0.75,0.5,True,触发少数派预警
fever_0308,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0310,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0311,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0312,dynamic_decision,SUPPORTED,0.909875,medium,1.0,0.9825,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0313,dynamic_decision,REFUTED,0.520625,medium,0.75,0.8375,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0315,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0319,dynamic_decision,REFUTED,0.516125,medium,0.75,0.8075,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0320,dynamic_decision,SUPPORTED,0.908375,medium,1.0,0.9725,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0322,dynamic_decision,REFUTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0324,dynamic_decision,REFUTED,0.418875,medium,0.5,0.8425,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0328,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0329,dynamic_decision,,0.4975,high,0.5,0.95,1.0,0.5,True,无唯一多数答案，建议人工复核
fever_0332,dynamic_decision,SUPPORTED,0.95875,medium,1.0,0.975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0333,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0334,dynamic_decision,SUPPORTED,0.7055,medium,0.75,0.87,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0335,dynamic_decision,SUPPORTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0343,dynamic_decision,REFUTED,0.90125,medium,1.0,0.925,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0345,dynamic_decision,NOT ENOUGH INFO,0.324375,high,0.75,0.6625,0.0,0.5,True,触发少数派预警
fever_0347,dynamic_decision,REFUTED,0.368125,medium,0.5,0.8375,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0351,dynamic_decision,REFUTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0352,dynamic_decision,SUPPORTED,0.95875,medium,1.0,0.975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0353,dynamic_decision,,0.495625,high,0.5,0.9375,1.0,0.5,True,无唯一多数答案，建议人工复核
fever_0356,dynamic_decision,REFUTED,0.949375,medium,1.0,0.9125,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0358,dynamic_decision,SUPPORTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0360,dynamic_decision,SUPPORTED,0.520625,medium,0.75,0.8375,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0362,dynamic_decision,SUPPORTED,0.602375,medium,0.75,0.9825,0.75,0.5,True,触发少数派预警
fever_0363,dynamic_decision,REFUTED,0.909875,medium,1.0,0.9825,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0364,dynamic_decision,SUPPORTED,0.368125,medium,0.5,0.8375,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0366,dynamic_decision,REFUTED,0.650125,medium,0.75,0.9675,1.0,0.5,True,触发少数派预警
fever_0371,dynamic_decision,NOT ENOUGH INFO,0.298125,high,0.75,0.4875,0.0,0.5,True,触发少数派预警
fever_0372,dynamic_decision,REFUTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0378,dynamic_decision,,0.498625,high,0.5,0.9575,1.0,0.5,True,无唯一多数答案，建议人工复核
fever_0381,dynamic_decision,REFUTED,0.41625,medium,0.5,0.825,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0382,dynamic_decision,SUPPORTED,0.955,medium,1.0,0.95,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0383,dynamic_decision,REFUTED,0.605,medium,0.75,1.0,0.75,0.5,True,触发少数派预警
fever_0399,dynamic_decision,SUPPORTED,0.906125,medium,1.0,0.9575,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0409,dynamic_decision,SUPPORTED,0.649375,medium,0.75,0.9625,1.0,0.5,True,触发少数派预警
fever_0412,dynamic_decision,NOT ENOUGH INFO,0.324375,high,0.75,0.6625,0.0,0.5,True,触发少数派预警
fever_0423,dynamic_decision,NOT ENOUGH INFO,0.295625,medium,0.5,0.6875,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0426,dynamic_decision,NOT ENOUGH INFO,0.331875,high,0.75,0.7125,0.0,0.5,True,触发少数派预警
fever_0429,dynamic_decision,REFUTED,0.95875,medium,1.0,0.975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0430,dynamic_decision,SUPPORTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0431,dynamic_decision,SUPPORTED,0.723125,medium,1.0,0.9375,0.25,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0433,dynamic_decision,REFUTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0437,dynamic_decision,,0.45425,high,0.5,0.995,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0440,dynamic_decision,REFUTED,0.650625,medium,0.75,0.8375,0.5,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0441,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0446,dynamic_decision,NOT ENOUGH INFO,0.483125,medium,0.75,0.5875,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0449,dynamic_decision,,0.319375,high,0.5,0.7625,0.25,0.5,True,无唯一多数答案，建议人工复核
fever_0450,dynamic_decision,SUPPORTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0452,dynamic_decision,SUPPORTED,0.76375,medium,0.75,0.925,1.0,0.5,False,事实核查存在分歧，避免低风险误判
fever_0454,dynamic_decision,REFUTED,0.912125,medium,1.0,0.9975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0463,dynamic_decision,SUPPORTED,0.764875,medium,0.75,0.9325,1.0,0.5,False,事实核查存在分歧，避免低风险误判
fever_0465,dynamic_decision,SUPPORTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0466,dynamic_decision,REFUTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0469,dynamic_decision,NOT ENOUGH INFO,0.31875,high,0.75,0.625,0.0,0.5,True,触发少数派预警
fever_0480,dynamic_decision,SUPPORTED,0.956875,medium,1.0,0.9625,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0482,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0483,dynamic_decision,REFUTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0486,dynamic_decision,REFUTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0487,dynamic_decision,NOT ENOUGH INFO,0.34375,medium,0.5,0.675,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0491,dynamic_decision,REFUTED,0.602375,medium,0.75,0.9825,0.75,0.5,True,触发少数派预警
fever_0494,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0495,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0496,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0500,dynamic_decision,REFUTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0502,dynamic_decision,REFUTED,0.902375,medium,1.0,0.9325,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0507,dynamic_decision,,0.376875,high,0.5,0.8125,0.5,0.5,True,无唯一多数答案，建议人工复核
fever_0514,dynamic_decision,SUPPORTED,0.60125,medium,0.75,0.975,0.75,0.5,True,触发少数派预警
fever_0515,dynamic_decision,,0.452375,high,0.5,0.9825,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0520,dynamic_decision,,0.504625,high,0.5,0.9975,1.0,0.5,True,无唯一多数答案，建议人工复核
fever_0522,dynamic_decision,REFUTED,0.852375,medium,1.0,0.9325,0.5,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0523,dynamic_decision,SUPPORTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0524,dynamic_decision,SUPPORTED,0.703625,medium,0.75,0.8575,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0527,dynamic_decision,,0.4475,high,0.5,0.95,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0528,dynamic_decision,REFUTED,0.909875,medium,1.0,0.9825,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0529,dynamic_decision,,0.441875,high,0.5,0.9125,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0530,dynamic_decision,,0.391875,high,0.5,0.9125,0.5,0.5,True,无唯一多数答案，建议人工复核
fever_0531,dynamic_decision,NOT ENOUGH INFO,0.609375,medium,1.0,0.5125,0.0,0.25,False,一致但证据或置信度不足，标记为风险共识
fever_0535,dynamic_decision,SUPPORTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0536,dynamic_decision,REFUTED,0.90425,medium,1.0,0.945,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0537,dynamic_decision,REFUTED,0.750625,medium,0.75,0.8375,1.0,0.5,False,事实核查存在分歧，避免低风险误判
fever_0542,dynamic_decision,REFUTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0543,dynamic_decision,SUPPORTED,0.902,medium,1.0,0.93,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0544,dynamic_decision,REFUTED,0.909875,medium,1.0,0.9825,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0545,dynamic_decision,SUPPORTED,0.37,medium,0.5,0.85,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0549,dynamic_decision,NOT ENOUGH INFO,0.406875,medium,0.5,0.7625,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0550,dynamic_decision,,0.3175,high,0.5,0.75,0.25,0.5,True,无唯一多数答案，建议人工复核
fever_0555,dynamic_decision,REFUTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0558,dynamic_decision,SUPPORTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0560,dynamic_decision,REFUTED,0.6505,medium,0.75,0.97,1.0,0.5,True,触发少数派预警
fever_0568,dynamic_decision,NOT ENOUGH INFO,0.511875,medium,0.75,0.7125,0.5,0.5,True,触发少数派预警
fever_0571,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0576,dynamic_decision,NOT ENOUGH INFO,0.616875,medium,1.0,0.5625,0.0,0.25,False,一致但证据或置信度不足，标记为风险共识
fever_0577,dynamic_decision,REFUTED,0.60125,medium,0.75,0.975,0.75,0.5,True,触发少数派预警
fever_0579,dynamic_decision,SUPPORTED,0.70625,medium,0.75,0.875,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0582,dynamic_decision,REFUTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0584,dynamic_decision,SUPPORTED,0.7025,medium,0.75,0.85,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0585,dynamic_decision,REFUTED,0.906125,medium,1.0,0.9575,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0588,dynamic_decision,REFUTED,0.5975,medium,0.75,0.95,0.75,0.5,True,触发少数派预警
fever_0590,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0591,dynamic_decision,SUPPORTED,0.835,medium,1.0,0.9,1.0,1.0,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0595,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0596,dynamic_decision,SUPPORTED,0.848625,medium,1.0,0.9075,0.5,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0597,dynamic_decision,SUPPORTED,0.912125,medium,1.0,0.9975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0600,dynamic_decision,REFUTED,0.899375,medium,1.0,0.9125,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0602,dynamic_decision,SUPPORTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0604,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0605,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0614,dynamic_decision,,0.49375,high,0.5,0.925,1.0,0.5,True,无唯一多数答案，建议人工复核
fever_0618,dynamic_decision,NOT ENOUGH INFO,0.350625,high,0.75,0.8375,0.0,0.5,True,触发少数派预警
fever_0622,dynamic_decision,,0.5005,high,0.5,0.97,1.0,0.5,True,无唯一多数答案，建议人工复核
fever_0627,dynamic_decision,SUPPORTED,0.65125,medium,0.75,0.975,1.0,0.5,True,触发少数派预警
fever_0629,dynamic_decision,REFUTED,0.909875,medium,1.0,0.9825,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0632,dynamic_decision,SUPPORTED,0.95875,medium,1.0,0.975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0636,dynamic_decision,REFUTED,0.905,medium,1.0,0.95,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0637,dynamic_decision,REFUTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0644,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0645,dynamic_decision,,0.455,high,0.5,1.0,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0650,dynamic_decision,REFUTED,0.858,medium,1.0,0.97,0.5,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0651,dynamic_decision,REFUTED,0.90875,medium,1.0,0.975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0653,dynamic_decision,REFUTED,0.634875,medium,0.75,0.7325,0.5,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0656,dynamic_decision,NOT ENOUGH INFO,0.34375,medium,0.5,0.675,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0657,dynamic_decision,SUPPORTED,0.96025,medium,1.0,0.985,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0661,dynamic_decision,SUPPORTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0663,dynamic_decision,SUPPORTED,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
fever_0665,dynamic_decision,SUPPORTED,0.69875,medium,0.75,0.825,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0669,dynamic_decision,,0.430625,high,0.5,0.8375,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0671,dynamic_decision,SUPPORTED,0.903125,medium,1.0,0.9375,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0678,dynamic_decision,REFUTED,0.906875,medium,1.0,0.9625,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0679,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0680,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0688,dynamic_decision,NOT ENOUGH INFO,0.301875,high,0.75,0.5125,0.0,0.5,True,触发少数派预警
fever_0690,dynamic_decision,REFUTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0693,dynamic_decision,SUPPORTED,0.538125,medium,0.75,0.8875,0.5,0.5,True,触发少数派预警
fever_0696,dynamic_decision,,0.449375,high,0.5,0.9625,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0698,dynamic_decision,REFUTED,0.6505,medium,0.75,0.97,1.0,0.5,True,触发少数派预警
fever_0704,dynamic_decision,REFUTED,0.641875,medium,0.75,0.9125,1.0,0.5,True,触发少数派预警
fever_0708,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0709,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0712,dynamic_decision,NOT ENOUGH INFO,0.508125,medium,0.75,0.6875,0.5,0.5,True,触发少数派预警
fever_0714,dynamic_decision,REFUTED,0.7025,medium,0.75,0.85,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0715,dynamic_decision,REFUTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0717,dynamic_decision,SUPPORTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0718,dynamic_decision,SUPPORTED,0.958,medium,1.0,0.97,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0722,dynamic_decision,REFUTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0723,dynamic_decision,SUPPORTED,0.90875,medium,1.0,0.975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0729,dynamic_decision,REFUTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0732,dynamic_decision,REFUTED,0.60125,medium,0.75,0.975,0.75,0.5,True,触发少数派预警
fever_0735,dynamic_decision,,0.452375,high,0.5,0.9825,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0738,dynamic_decision,,0.420625,high,0.5,0.6375,0.25,0.5,False,无唯一多数答案，建议人工复核
fever_0741,dynamic_decision,REFUTED,0.862125,medium,1.0,0.9975,0.5,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0742,dynamic_decision,SUPPORTED,0.60125,medium,0.75,0.975,0.75,0.5,True,触发少数派预警
fever_0750,dynamic_decision,REFUTED,0.899375,medium,1.0,0.9125,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0754,dynamic_decision,SUPPORTED,0.641875,medium,0.75,0.9125,1.0,0.5,True,触发少数派预警
fever_0762,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0765,dynamic_decision,SUPPORTED,0.90425,medium,1.0,0.945,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0768,dynamic_decision,REFUTED,0.65425,medium,0.75,0.995,1.0,0.5,True,触发少数派预警
fever_0778,dynamic_decision,NOT ENOUGH INFO,0.29,medium,0.5,0.65,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0779,dynamic_decision,SUPPORTED,0.905,medium,1.0,0.95,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0784,dynamic_decision,REFUTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0788,dynamic_decision,SUPPORTED,0.5075,medium,0.75,0.75,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0790,dynamic_decision,SUPPORTED,0.912125,medium,1.0,0.9975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0797,dynamic_decision,SUPPORTED,0.955,medium,1.0,0.95,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0798,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0799,dynamic_decision,REFUTED,0.6475,medium,0.75,0.95,1.0,0.5,True,触发少数派预警
fever_0800,dynamic_decision,SUPPORTED,0.375625,medium,0.5,0.8875,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0801,dynamic_decision,SUPPORTED,0.605,medium,0.75,1.0,0.75,0.5,True,触发少数派预警
fever_0803,dynamic_decision,REFUTED,0.588125,medium,0.75,0.8875,0.75,0.5,True,触发少数派预警
fever_0811,dynamic_decision,REFUTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0812,dynamic_decision,REFUTED,0.90875,medium,1.0,0.975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0817,dynamic_decision,,0.50425,high,0.5,0.995,1.0,0.5,True,无唯一多数答案，建议人工复核
fever_0821,dynamic_decision,REFUTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0823,dynamic_decision,SUPPORTED,0.695,medium,0.75,0.8,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0824,dynamic_decision,,0.474375,high,0.5,0.6625,0.5,0.5,False,无唯一多数答案，建议人工复核
fever_0825,dynamic_decision,SUPPORTED,0.908375,medium,1.0,0.9725,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0827,dynamic_decision,REFUTED,0.90875,medium,1.0,0.975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0828,dynamic_decision,REFUTED,0.95875,medium,1.0,0.975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0830,dynamic_decision,SUPPORTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
