sample_id,risk_labels,majority_answer,correct_models,incorrect_models,majority_is_correct
csqa_3409,high_disagreement,,0,0,False
csqa_3410,high_disagreement,,0,0,False
csqa_3411,high_disagreement,,0,0,False
csqa_3412,high_disagreement,,0,0,False
csqa_3413,high_disagreement,,0,0,False
csqa_3414,high_disagreement,,0,0,False
csqa_3415,high_disagreement,,0,0,False
csqa_3416,high_disagreement,,0,0,False
csqa_3417,high_disagreement,,0,0,False
csqa_3418,high_disagreement,,0,0,False
csqa_3419,high_disagreement,,0,0,False
csqa_3420,high_disagreement,,0,0,False
csqa_3421,high_disagreement,,0,0,False
csqa_3422,high_disagreement,,0,0,False
csqa_3423,high_disagreement,,0,0,False
csqa_3424,high_disagreement,,0,0,False
csqa_3425,high_disagreement,,0,0,False
csqa_3426,high_disagreement,,0,0,False
csqa_3427,high_disagreement,,0,0,False
csqa_3428,high_disagreement,,0,0,False
csqa_3429,high_disagreement,,0,0,False
csqa_3430,true_consensus,E,4,0,True
csqa_3431,high_disagreement,,0,0,False
csqa_3432,high_disagreement,,0,0,False
csqa_3433,high_disagreement,,0,0,False
csqa_3434,high_disagreement,,0,0,False
csqa_3435,high_disagreement,,0,0,False
csqa_3436,high_disagreement,,0,0,False
csqa_3437,high_disagreement,,0,0,False
csqa_3438,high_disagreement,,0,0,False
csqa_3439,high_disagreement,,0,0,False
csqa_3440,high_disagreement,,0,0,False
csqa_3441,high_disagreement,,0,0,False
csqa_3442,high_disagreement,,0,0,False
csqa_3443,high_disagreement,,0,0,False
csqa_3444,high_disagreement,,0,0,False
csqa_3445,high_disagreement,,0,0,False
csqa_3446,high_disagreement,,0,0,False
csqa_3447,high_disagreement,,0,0,False
csqa_3448,high_disagreement,,0,0,False
csqa_3449,high_disagreement,,0,0,False
csqa_3450,high_disagreement,,0,0,False
csqa_3451,high_disagreement,,0,0,False
csqa_3452,high_disagreement,,0,0,False
csqa_3453,high_disagreement,,0,0,False
csqa_3454,high_disagreement,,0,0,False
csqa_3455,true_consensus;confidence_mismatch,B,3,1,True
csqa_3456,high_disagreement,,0,0,False
csqa_3457,high_disagreement,,0,0,False
csqa_3458,high_disagreement,,0,0,False
csqa_3459,high_disagreement,,0,0,False
csqa_3460,high_disagreement,,0,0,False
csqa_3461,high_disagreement,,0,0,False
csqa_3462,high_disagreement,,0,0,False
csqa_3463,high_disagreement,,0,0,False
csqa_3464,high_disagreement,,0,0,False
csqa_3465,true_consensus,D,4,0,True
csqa_3466,high_disagreement,,0,0,False
csqa_3467,high_disagreement,,0,0,False
csqa_3468,high_disagreement,,0,0,False
csqa_3469,high_disagreement,,0,0,False
csqa_3470,high_disagreement,,0,0,False
csqa_3471,high_disagreement,,0,0,False
csqa_3472,high_disagreement,,0,0,False
csqa_3473,high_disagreement,,0,0,False
csqa_3474,high_disagreement,,0,0,False
csqa_3475,high_disagreement,,0,0,False
csqa_3476,high_disagreement,,0,0,False
csqa_3477,high_disagreement,,0,0,False
csqa_3478,high_disagreement,,0,0,False
csqa_3479,high_disagreement,,0,0,False
csqa_3480,high_disagreement,,0,0,False
csqa_3481,high_disagreement,,0,0,False
csqa_3482,high_disagreement,,0,0,False
csqa_3483,high_disagreement,,0,0,False
csqa_3484,high_disagreement,,0,0,False
csqa_3485,high_disagreement,,0,0,False
csqa_3486,high_disagreement,,0,0,False
csqa_3487,high_disagreement,,0,0,False
csqa_3488,true_consensus;confidence_mismatch,C,3,1,True
csqa_3489,high_disagreement,,0,0,False
csqa_3490,high_disagreement,,0,0,False
csqa_3491,high_disagreement,,0,0,False
csqa_3492,high_disagreement,,0,0,False
csqa_3493,high_disagreement,,0,0,False
csqa_3494,high_disagreement,,0,0,False
csqa_3495,high_disagreement,,0,0,False
csqa_3496,high_disagreement,,0,0,False
csqa_3497,high_disagreement,,0,0,False
csqa_3498,high_disagreement,,0,0,False
csqa_3499,high_disagreement,,0,0,False
csqa_3500,high_disagreement,,0,0,False
csqa_3501,high_disagreement,,0,0,False
csqa_3502,high_disagreement,,0,0,False
csqa_3503,high_disagreement,,0,0,False
csqa_3504,high_disagreement,,0,0,False
csqa_3505,high_disagreement,,0,0,False
csqa_3506,high_disagreement,,0,0,False
csqa_3507,high_disagreement,,0,0,False
csqa_3508,high_disagreement,,0,0,False
csqa_3509,high_disagreement,,0,0,False
csqa_3510,high_disagreement,,0,0,False
csqa_3511,high_disagreement,,0,0,False
csqa_3512,high_disagreement,,0,0,False
csqa_3513,high_disagreement,,0,0,False
csqa_3514,high_disagreement,,0,0,False
csqa_3515,high_disagreement,,0,0,False
csqa_3516,high_disagreement,,0,0,False
csqa_3517,high_disagreement,,0,0,False
csqa_3518,high_disagreement,,0,0,False
csqa_3519,high_disagreement,,0,0,False
csqa_3520,high_disagreement,,0,0,False
csqa_3521,high_disagreement,,0,0,False
csqa_3522,high_disagreement,,0,0,False
csqa_3523,high_disagreement,,0,0,False
csqa_3524,high_disagreement,,0,0,False
csqa_3525,high_disagreement,,0,0,False
csqa_3526,high_disagreement,,0,0,False
csqa_3527,high_disagreement,,0,0,False
csqa_3528,high_disagreement,,0,0,False
csqa_3529,high_disagreement,,0,0,False
csqa_3530,high_disagreement,,0,0,False
csqa_3531,high_disagreement,,0,0,False
csqa_3532,high_disagreement,,0,0,False
csqa_3533,high_disagreement,,0,0,False
csqa_3534,high_disagreement,,0,0,False
csqa_3535,high_disagreement,,0,0,False
csqa_3536,high_disagreement,,0,0,False
csqa_3537,high_disagreement,,0,0,False
csqa_3538,high_disagreement,,0,0,False
csqa_3539,high_disagreement,,0,0,False
csqa_3540,high_disagreement,,0,0,False
csqa_3541,high_disagreement,,0,0,False
csqa_3542,high_disagreement,,0,0,False
csqa_3543,high_disagreement,,0,0,False
csqa_3544,high_disagreement,,0,0,False
csqa_3545,high_disagreement,,0,0,False
csqa_3546,high_disagreement,,0,0,False
csqa_3547,high_disagreement,,0,0,False
csqa_3548,high_disagreement,,0,0,False
csqa_3549,high_disagreement,,0,0,False
csqa_3550,high_disagreement,,0,0,False
csqa_3551,high_disagreement,,0,0,False
csqa_3552,high_disagreement,,0,0,False
csqa_3553,high_disagreement,,0,0,False
csqa_3554,high_disagreement,,0,0,False
csqa_3555,high_disagreement,,0,0,False
csqa_3556,high_disagreement,,0,0,False
csqa_3557,high_disagreement,,0,0,False
csqa_3558,high_disagreement,,0,0,False
csqa_3559,high_disagreement,,0,0,False
csqa_3560,high_disagreement,,0,0,False
csqa_3561,high_disagreement,,0,0,False
csqa_3562,high_disagreement,,0,0,False
csqa_3563,high_disagreement,,0,0,False
csqa_3564,high_disagreement,,0,0,False
csqa_3565,high_disagreement,,0,0,False
csqa_3566,high_disagreement,,0,0,False
csqa_3567,high_disagreement,,0,0,False
csqa_3568,high_disagreement,,0,0,False
csqa_3569,high_disagreement,,0,0,False
csqa_3570,high_disagreement,,0,0,False
csqa_3571,high_disagreement,,0,0,False
csqa_3572,high_disagreement,,0,0,False
csqa_3573,high_disagreement,,0,0,False
csqa_3574,high_disagreement,,0,0,False
csqa_3575,high_disagreement,,0,0,False
csqa_3576,high_disagreement,,0,0,False
csqa_3577,high_disagreement,,0,0,False
csqa_3578,high_disagreement,,0,0,False
csqa_3579,high_disagreement,,0,0,False
csqa_3580,high_disagreement,,0,0,False
csqa_3581,high_disagreement,,0,0,False
csqa_3582,high_disagreement,,0,0,False
csqa_3583,high_disagreement,,0,0,False
csqa_3584,high_disagreement,,0,0,False
csqa_3585,high_disagreement,,0,0,False
csqa_3586,high_disagreement,,0,0,False
csqa_3587,high_disagreement,,0,0,False
csqa_3588,high_disagreement,,0,0,False
csqa_3589,high_disagreement,,0,0,False
csqa_3590,high_disagreement,,0,0,False
csqa_3591,high_disagreement,,0,0,False
csqa_3592,high_disagreement,,0,0,False
csqa_3593,high_disagreement,,0,0,False
csqa_3594,high_disagreement,,0,0,False
csqa_3595,high_disagreement,,0,0,False
csqa_3596,high_disagreement,,0,0,False
csqa_3597,high_disagreement,,0,0,False
csqa_3598,true_consensus,D,4,0,True
csqa_3599,high_disagreement,,0,0,False
csqa_3600,high_disagreement,,0,0,False
csqa_3601,high_disagreement,,0,0,False
csqa_3602,high_disagreement,,0,0,False
csqa_3603,high_disagreement,,0,0,False
csqa_3604,high_disagreement,,0,0,False
csqa_3605,high_disagreement,,0,0,False
csqa_3606,false_consensus;minority_correct;confidence_mismatch,A,1,3,False
csqa_3607,high_disagreement,,0,0,False
csqa_3608,high_disagreement,,0,0,False
csqa_3609,high_disagreement,,0,0,False
csqa_3610,high_disagreement,,0,0,False
csqa_3611,high_disagreement,,0,0,False
csqa_3612,high_disagreement,,0,0,False
csqa_3613,high_disagreement,,0,0,False
csqa_3614,high_disagreement,,0,0,False
csqa_3615,true_consensus;confidence_mismatch,A,3,1,True
csqa_3616,high_disagreement,,0,0,False
csqa_3617,high_disagreement,,0,0,False
csqa_3618,high_disagreement,,0,0,False
csqa_3619,high_disagreement,,0,0,False
csqa_3620,high_disagreement,,0,0,False
csqa_3621,high_disagreement,,0,0,False
csqa_3622,high_disagreement,,0,0,False
csqa_3623,high_disagreement,,0,0,False
csqa_3624,high_disagreement,,0,0,False
csqa_3625,high_disagreement,,0,0,False
csqa_3626,high_disagreement,,0,0,False
csqa_3627,high_disagreement,,0,0,False
csqa_3628,high_disagreement,,0,0,False
csqa_3629,high_disagreement,,0,0,False
csqa_3630,high_disagreement,,0,0,False
csqa_3631,high_disagreement,,0,0,False
csqa_3632,high_disagreement,,0,0,False
csqa_3633,high_disagreement,,0,0,False
csqa_3634,high_disagreement,,0,0,False
csqa_3635,high_disagreement,,0,0,False
csqa_3636,high_disagreement,,0,0,False
csqa_3637,high_disagreement,,0,0,False
csqa_3638,high_disagreement,,0,0,False
csqa_3639,high_disagreement,,0,0,False
csqa_3640,high_disagreement,,0,0,False
csqa_3641,high_disagreement,,0,0,False
csqa_3642,high_disagreement,,0,0,False
csqa_3643,high_disagreement,,0,0,False
csqa_3644,high_disagreement,,0,0,False
csqa_3645,high_disagreement,,0,0,False
csqa_3646,high_disagreement,,0,0,False
csqa_3647,high_disagreement,,0,0,False
csqa_3648,high_disagreement,,0,0,False
csqa_3649,high_disagreement,,0,0,False
csqa_3650,high_disagreement,,0,0,False
csqa_3651,high_disagreement,,0,0,False
csqa_3652,high_disagreement,,0,0,False
csqa_3653,high_disagreement,,0,0,False
csqa_3654,high_disagreement,,0,0,False
csqa_3655,high_disagreement,,0,0,False
csqa_3656,high_disagreement,,0,0,False
csqa_3657,high_disagreement,,0,0,False
csqa_3658,high_disagreement,,0,0,False
csqa_3659,high_disagreement,,0,0,False
csqa_3660,high_disagreement,,0,0,False
csqa_3661,high_disagreement,,0,0,False
csqa_3662,high_disagreement,,0,0,False
csqa_3663,high_disagreement,,0,0,False
csqa_3664,high_disagreement,,0,0,False
csqa_3665,high_disagreement,,0,0,False
csqa_3666,high_disagreement,,0,0,False
csqa_3667,high_disagreement,,0,0,False
csqa_3668,high_disagreement,,0,0,False
csqa_3669,true_consensus,C,4,0,True
csqa_3670,high_disagreement,,0,0,False
csqa_3671,high_disagreement,,0,0,False
csqa_3672,high_disagreement,,0,0,False
csqa_3673,high_disagreement,,0,0,False
csqa_3674,high_disagreement,,0,0,False
csqa_3675,high_disagreement,,0,0,False
csqa_3676,high_disagreement,,0,0,False
csqa_3677,high_disagreement,,0,0,False
csqa_3678,high_disagreement,,0,0,False
csqa_3679,high_disagreement,,0,0,False
csqa_3680,high_disagreement,,0,0,False
csqa_3681,high_disagreement,,0,0,False
csqa_3682,high_disagreement,,0,0,False
csqa_3683,high_disagreement,,0,0,False
csqa_3684,high_disagreement,,0,0,False
csqa_3685,high_disagreement,,0,0,False
csqa_3686,true_consensus,B,4,0,True
csqa_3687,high_disagreement,,0,0,False
csqa_3688,high_disagreement,,0,0,False
csqa_3689,high_disagreement,,0,0,False
csqa_3690,high_disagreement,,0,0,False
csqa_3691,high_disagreement,,0,0,False
csqa_3692,high_disagreement,,0,0,False
csqa_3693,high_disagreement;confidence_mismatch,A,2,2,False
csqa_3694,high_disagreement,,0,0,False
csqa_3695,high_disagreement,,0,0,False
csqa_3696,high_disagreement,,0,0,False
csqa_3697,high_disagreement,,0,0,False
csqa_3698,high_disagreement,,0,0,False
csqa_3699,high_disagreement,,0,0,False
csqa_3700,high_disagreement,,0,0,False
csqa_3701,high_disagreement,,0,0,False
csqa_3702,high_disagreement,,0,0,False
csqa_3703,high_disagreement,,0,0,False
csqa_3704,high_disagreement;confidence_mismatch,A,2,2,True
csqa_3705,high_disagreement,,0,0,False
csqa_3706,high_disagreement,,0,0,False
csqa_3707,high_disagreement,,0,0,False
csqa_3708,high_disagreement,,0,0,False
csqa_3709,high_disagreement,,0,0,False
csqa_3710,high_disagreement,,0,0,False
csqa_3711,high_disagreement,,0,0,False
csqa_3712,high_disagreement,,0,0,False
csqa_3713,high_disagreement,,0,0,False
csqa_3714,high_disagreement,,0,0,False
csqa_3715,high_disagreement,,0,0,False
csqa_3716,high_disagreement,,0,0,False
csqa_3717,high_disagreement,,0,0,False
csqa_3718,true_consensus,D,4,0,True
csqa_3719,high_disagreement,,0,0,False
csqa_3720,high_disagreement,,0,0,False
csqa_3721,high_disagreement,,0,0,False
csqa_3722,high_disagreement,,0,0,False
csqa_3723,high_disagreement,,0,0,False
csqa_3724,high_disagreement,,0,0,False
csqa_3725,high_disagreement,,0,0,False
csqa_3726,high_disagreement,,0,0,False
csqa_3727,high_disagreement,,0,0,False
csqa_3728,high_disagreement,,0,0,False
csqa_3729,high_disagreement,,0,0,False
csqa_3730,high_disagreement,,0,0,False
csqa_3731,high_disagreement,,0,0,False
csqa_3732,high_disagreement,,0,0,False
csqa_3733,high_disagreement,,0,0,False
csqa_3734,high_disagreement,,0,0,False
csqa_3735,high_disagreement,,0,0,False
csqa_3736,high_disagreement,,0,0,False
csqa_3737,high_disagreement,,0,0,False
csqa_3738,high_disagreement,,0,0,False
csqa_3739,high_disagreement,,0,0,False
csqa_3740,high_disagreement,,0,0,False
csqa_3741,high_disagreement,,0,0,False
csqa_3742,high_disagreement,,0,0,False
csqa_3743,high_disagreement,,0,0,False
csqa_3744,high_disagreement,,0,0,False
csqa_3745,high_disagreement,,0,0,False
csqa_3746,high_disagreement,,0,0,False
csqa_3747,high_disagreement,,0,0,False
csqa_3748,high_disagreement,,0,0,False
csqa_3749,high_disagreement,,0,0,False
csqa_3750,high_disagreement,,0,0,False
csqa_3751,high_disagreement,,0,0,False
csqa_3752,high_disagreement,,0,0,False
csqa_3753,high_disagreement,,0,0,False
csqa_3754,high_disagreement,,0,0,False
csqa_3755,high_disagreement,,0,0,False
csqa_3756,high_disagreement,,0,0,False
csqa_3757,high_disagreement,,0,0,False
csqa_3758,high_disagreement,,0,0,False
csqa_3759,high_disagreement,,0,0,False
csqa_3760,high_disagreement,,0,0,False
csqa_3761,high_disagreement,,0,0,False
csqa_3762,high_disagreement,,0,0,False
csqa_3763,high_disagreement,,0,0,False
csqa_3764,high_disagreement,,0,0,False
csqa_3765,high_disagreement,,0,0,False
csqa_3766,high_disagreement,,0,0,False
csqa_3767,high_disagreement,,0,0,False
csqa_3768,high_disagreement,,0,0,False
csqa_3769,high_disagreement,,0,0,False
csqa_3770,high_disagreement,,0,0,False
csqa_3771,high_disagreement,,0,0,False
csqa_3772,high_disagreement,,0,0,False
csqa_3773,high_disagreement,,0,0,False
csqa_3774,high_disagreement,,0,0,False
csqa_3775,high_disagreement,,0,0,False
csqa_3776,high_disagreement,,0,0,False
csqa_3777,high_disagreement,,0,0,False
csqa_3778,false_consensus;minority_correct;confidence_mismatch,D,1,3,False
csqa_3779,high_disagreement,,0,0,False
csqa_3780,high_disagreement,,0,0,False
csqa_3781,high_disagreement,,0,0,False
csqa_3782,high_disagreement,,0,0,False
csqa_3783,high_disagreement,,0,0,False
csqa_3784,high_disagreement,,0,0,False
csqa_3785,high_disagreement,,0,0,False
csqa_3786,high_disagreement,,0,0,False
csqa_3787,high_disagreement,,0,0,False
csqa_3788,high_disagreement,,0,0,False
csqa_3789,high_disagreement,,0,0,False
csqa_3790,high_disagreement,,0,0,False
csqa_3791,high_disagreement,,0,0,False
csqa_3792,high_disagreement,,0,0,False
csqa_3793,high_disagreement,,0,0,False
csqa_3794,high_disagreement,,0,0,False
csqa_3795,high_disagreement,,0,0,False
csqa_3796,true_consensus,C,4,0,True
csqa_3797,high_disagreement,,0,0,False
csqa_3798,high_disagreement,,0,0,False
csqa_3799,high_disagreement,,0,0,False
csqa_3800,high_disagreement,,0,0,False
csqa_3801,high_disagreement,,0,0,False
csqa_3802,high_disagreement,,0,0,False
csqa_3803,high_disagreement,,0,0,False
csqa_3804,high_disagreement,,0,0,False
csqa_3805,high_disagreement,,0,0,False
csqa_3806,high_disagreement,,0,0,False
csqa_3807,high_disagreement,,0,0,False
csqa_3808,high_disagreement,,0,0,False
csqa_3809,high_disagreement,,0,0,False
csqa_3810,high_disagreement,,0,0,False
csqa_3811,high_disagreement,,0,0,False
csqa_3812,high_disagreement,,0,0,False
csqa_3813,high_disagreement,,0,0,False
csqa_3814,high_disagreement;confidence_mismatch,B,0,4,False
csqa_3815,high_disagreement,,0,0,False
csqa_3816,high_disagreement,,0,0,False
csqa_3817,high_disagreement,,0,0,False
csqa_3818,true_consensus,D,4,0,True
csqa_3819,high_disagreement,,0,0,False
csqa_3820,high_disagreement,,0,0,False
csqa_3821,high_disagreement,,0,0,False
csqa_3822,high_disagreement,,0,0,False
csqa_3823,high_disagreement,,0,0,False
csqa_3824,high_disagreement,,0,0,False
csqa_3825,high_disagreement,,0,0,False
csqa_3826,high_disagreement,,0,0,False
csqa_3827,high_disagreement,,0,0,False
csqa_3828,high_disagreement,,0,0,False
csqa_3829,high_disagreement,,0,0,False
csqa_3830,high_disagreement,,0,0,False
csqa_3831,high_disagreement,,0,0,False
csqa_3832,high_disagreement,,0,0,False
csqa_3833,high_disagreement,,0,0,False
csqa_3834,high_disagreement,,0,0,False
csqa_3835,high_disagreement,,0,0,False
csqa_3836,high_disagreement,,0,0,False
csqa_3837,high_disagreement,,0,0,False
csqa_3838,high_disagreement,,0,0,False
csqa_3839,high_disagreement,,0,0,False
csqa_3840,high_disagreement,,0,0,False
csqa_3841,high_disagreement,,0,0,False
csqa_3842,high_disagreement,,0,0,False
csqa_3843,high_disagreement,,0,0,False
csqa_3844,high_disagreement,,0,0,False
csqa_3845,high_disagreement,,0,0,False
csqa_3846,high_disagreement,,0,0,False
csqa_3847,high_disagreement,,0,0,False
csqa_3848,high_disagreement,,0,0,False
csqa_3849,high_disagreement,,0,0,False
csqa_3850,high_disagreement,,0,0,False
csqa_3851,high_disagreement,,0,0,False
csqa_3852,high_disagreement,,0,0,False
csqa_3853,high_disagreement,,0,0,False
csqa_3854,high_disagreement,,0,0,False
csqa_3855,high_disagreement,,0,0,False
csqa_3856,high_disagreement,,0,0,False
csqa_3857,high_disagreement,,0,0,False
csqa_3858,high_disagreement,,0,0,False
csqa_3859,high_disagreement,,0,0,False
csqa_3860,true_consensus,D,4,0,True
csqa_3861,high_disagreement,,0,0,False
csqa_3862,high_disagreement,,0,0,False
csqa_3863,high_disagreement,,0,0,False
csqa_3864,high_disagreement,,0,0,False
csqa_3865,high_disagreement,,0,0,False
csqa_3866,high_disagreement,,0,0,False
csqa_3867,high_disagreement,,0,0,False
csqa_3868,high_disagreement,,0,0,False
csqa_3869,high_disagreement,,0,0,False
csqa_3870,high_disagreement,,0,0,False
csqa_3871,high_disagreement,,0,0,False
csqa_3872,high_disagreement,,0,0,False
csqa_3873,high_disagreement,,0,0,False
csqa_3874,high_disagreement,,0,0,False
csqa_3875,high_disagreement,,0,0,False
csqa_3876,high_disagreement,,0,0,False
csqa_3877,high_disagreement,,0,0,False
csqa_3878,high_disagreement,,0,0,False
csqa_3879,high_disagreement,,0,0,False
csqa_3880,high_disagreement,,0,0,False
csqa_3881,high_disagreement,,0,0,False
csqa_3882,high_disagreement,,0,0,False
csqa_3883,high_disagreement,,0,0,False
csqa_3884,high_disagreement,,0,0,False
csqa_3885,high_disagreement,,0,0,False
csqa_3886,high_disagreement,,0,0,False
csqa_3887,high_disagreement,,0,0,False
csqa_3888,high_disagreement,,0,0,False
csqa_3889,high_disagreement,,0,0,False
csqa_3890,high_disagreement,,0,0,False
csqa_3891,high_disagreement,,0,0,False
csqa_3892,high_disagreement,,0,0,False
csqa_3893,high_disagreement,,0,0,False
csqa_3894,high_disagreement,,0,0,False
csqa_3895,high_disagreement,,0,0,False
csqa_3896,high_disagreement,,0,0,False
csqa_3897,high_disagreement,,0,0,False
csqa_3898,high_disagreement,,0,0,False
csqa_3899,high_disagreement,,0,0,False
csqa_3900,high_disagreement,,0,0,False
csqa_3901,high_disagreement,,0,0,False
csqa_3902,high_disagreement,,0,0,False
csqa_3903,high_disagreement,,0,0,False
csqa_3904,high_disagreement,,0,0,False
csqa_3905,high_disagreement,,0,0,False
csqa_3906,high_disagreement,,0,0,False
csqa_3907,high_disagreement,,0,0,False
csqa_3908,high_disagreement,,0,0,False
csqa_3909,high_disagreement,,0,0,False
csqa_3910,high_disagreement,,0,0,False
csqa_3911,high_disagreement,,0,0,False
csqa_3912,high_disagreement,,0,0,False
csqa_3913,high_disagreement,,0,0,False
csqa_3914,high_disagreement,,0,0,False
csqa_3915,high_disagreement,,0,0,False
csqa_3916,high_disagreement,,0,0,False
csqa_3917,high_disagreement,,0,0,False
csqa_3918,high_disagreement,,0,0,False
csqa_3919,high_disagreement,,0,0,False
csqa_3920,high_disagreement,,0,0,False
csqa_3921,high_disagreement,,0,0,False
csqa_3922,high_disagreement,,0,0,False
csqa_3923,high_disagreement,,0,0,False
csqa_3924,high_disagreement,,0,0,False
csqa_3925,high_disagreement,,0,0,False
csqa_3926,high_disagreement,,0,0,False
csqa_3927,high_disagreement,,0,0,False
csqa_3928,high_disagreement,,0,0,False
csqa_3929,high_disagreement,,0,0,False
csqa_3930,high_disagreement,,0,0,False
csqa_3931,high_disagreement,,0,0,False
csqa_3932,high_disagreement,,0,0,False
csqa_3933,high_disagreement,,0,0,False
csqa_3934,high_disagreement,,0,0,False
csqa_3935,high_disagreement,,0,0,False
csqa_3936,high_disagreement,,0,0,False
csqa_3937,high_disagreement,,0,0,False
csqa_3938,high_disagreement,,0,0,False
csqa_3939,high_disagreement,,0,0,False
csqa_3940,high_disagreement,,0,0,False
csqa_3941,high_disagreement,,0,0,False
csqa_3942,true_consensus,E,4,0,True
csqa_3943,high_disagreement,,0,0,False
csqa_3944,high_disagreement,,0,0,False
csqa_3945,high_disagreement,,0,0,False
csqa_3946,high_disagreement,,0,0,False
csqa_3947,high_disagreement,,0,0,False
csqa_3948,high_disagreement,,0,0,False
csqa_3949,high_disagreement,,0,0,False
csqa_3950,high_disagreement,,0,0,False
csqa_3951,high_disagreement,,0,0,False
csqa_3952,high_disagreement,,0,0,False
csqa_3953,high_disagreement,,0,0,False
csqa_3954,high_disagreement,,0,0,False
csqa_3955,high_disagreement,,0,0,False
csqa_3956,high_disagreement,,0,0,False
csqa_3957,high_disagreement,,0,0,False
csqa_3958,high_disagreement,,0,0,False
csqa_3959,high_disagreement,,0,0,False
csqa_3960,high_disagreement,,0,0,False
csqa_3961,high_disagreement,,0,0,False
csqa_3962,high_disagreement,,0,0,False
csqa_3963,high_disagreement,,0,0,False
csqa_3964,true_consensus,B,4,0,True
csqa_3965,high_disagreement,,0,0,False
csqa_3966,high_disagreement,,0,0,False
csqa_3967,high_disagreement,,0,0,False
csqa_3968,high_disagreement,,0,0,False
csqa_3969,high_disagreement,,0,0,False
csqa_3970,high_disagreement,,0,0,False
csqa_3971,high_disagreement,,0,0,False
csqa_3972,high_disagreement,,0,0,False
csqa_3973,high_disagreement,,0,0,False
csqa_3974,high_disagreement,,0,0,False
csqa_3975,high_disagreement,,0,0,False
csqa_3976,high_disagreement,,0,0,False
csqa_3977,high_disagreement,,0,0,False
csqa_3978,high_disagreement,,0,0,False
csqa_3979,high_disagreement,,0,0,False
csqa_3980,high_disagreement,,0,0,False
csqa_3981,high_disagreement,,0,0,False
csqa_3982,high_disagreement,,0,0,False
csqa_3983,high_disagreement,,0,0,False
csqa_3984,high_disagreement,,0,0,False
csqa_3985,true_consensus,D,4,0,True
csqa_3986,high_disagreement,,0,0,False
csqa_3987,high_disagreement,,0,0,False
csqa_3988,high_disagreement,,0,0,False
csqa_3989,high_disagreement,,0,0,False
csqa_3990,high_disagreement,,0,0,False
csqa_3991,high_disagreement,,0,0,False
csqa_3992,high_disagreement,,0,0,False
csqa_3993,high_disagreement,,0,0,False
csqa_3994,high_disagreement,,0,0,False
csqa_3995,high_disagreement,,0,0,False
csqa_3996,true_consensus,E,4,0,True
csqa_3997,high_disagreement,,0,0,False
csqa_3998,high_disagreement,,0,0,False
csqa_3999,high_disagreement,,0,0,False
csqa_4000,high_disagreement,,0,0,False
csqa_4001,high_disagreement,,0,0,False
csqa_4002,high_disagreement,,0,0,False
csqa_4003,high_disagreement,,0,0,False
csqa_4004,high_disagreement,,0,0,False
csqa_4005,high_disagreement,,0,0,False
csqa_4006,high_disagreement,,0,0,False
csqa_4007,high_disagreement,,0,0,False
csqa_4008,high_disagreement,,0,0,False
csqa_4009,high_disagreement,,0,0,False
csqa_4010,high_disagreement,,0,0,False
csqa_4011,high_disagreement,,0,0,False
csqa_4012,high_disagreement,,0,0,False
csqa_4013,high_disagreement,,0,0,False
csqa_4014,high_disagreement,,0,0,False
csqa_4015,high_disagreement,,0,0,False
csqa_4016,high_disagreement,,0,0,False
csqa_4017,high_disagreement,,0,0,False
csqa_4018,high_disagreement,,0,0,False
csqa_4019,high_disagreement,,0,0,False
csqa_4020,high_disagreement,,0,0,False
csqa_4021,high_disagreement,,0,0,False
csqa_4022,high_disagreement,,0,0,False
csqa_4023,high_disagreement,,0,0,False
csqa_4024,true_consensus;confidence_mismatch,E,3,1,True
csqa_4025,high_disagreement,,0,0,False
csqa_4026,high_disagreement,,0,0,False
csqa_4027,high_disagreement,,0,0,False
csqa_4028,high_disagreement,,0,0,False
csqa_4029,high_disagreement,,0,0,False
csqa_4030,high_disagreement,,0,0,False
csqa_4031,high_disagreement,,0,0,False
csqa_4032,high_disagreement,,0,0,False
csqa_4033,high_disagreement,,0,0,False
csqa_4034,high_disagreement,,0,0,False
csqa_4035,high_disagreement,,0,0,False
csqa_4036,high_disagreement,,0,0,False
csqa_4037,high_disagreement,,0,0,False
csqa_4038,high_disagreement,,0,0,False
csqa_4039,high_disagreement,,0,0,False
csqa_4040,high_disagreement,,0,0,False
csqa_4041,high_disagreement,,0,0,False
csqa_4042,high_disagreement,,0,0,False
csqa_4043,high_disagreement,,0,0,False
csqa_4044,high_disagreement,,0,0,False
csqa_4045,high_disagreement,,0,0,False
csqa_4046,high_disagreement,,0,0,False
csqa_4047,high_disagreement,,0,0,False
csqa_4048,high_disagreement,,0,0,False
csqa_4049,high_disagreement,,0,0,False
csqa_4050,high_disagreement,,0,0,False
csqa_4051,high_disagreement,,0,0,False
csqa_4052,high_disagreement,,0,0,False
csqa_4053,high_disagreement,,0,0,False
csqa_4054,high_disagreement,,0,0,False
csqa_4055,high_disagreement,,0,0,False
csqa_4056,high_disagreement,,0,0,False
csqa_4057,high_disagreement,,0,0,False
csqa_4058,high_disagreement,,0,0,False
csqa_4059,high_disagreement,,0,0,False
csqa_4060,high_disagreement,,0,0,False
csqa_4061,high_disagreement,,0,0,False
csqa_4062,high_disagreement,,0,0,False
csqa_4063,high_disagreement,,0,0,False
csqa_4064,high_disagreement,,0,0,False
csqa_4065,high_disagreement,,0,0,False
csqa_4066,high_disagreement,,0,0,False
csqa_4067,high_disagreement,,0,0,False
csqa_4068,high_disagreement,,0,0,False
